system_id,poly_id,num_vars,polynomial
14,0,3,x0**5*x2**2 + 3238 mod 32003*x0*x1**3*x2**2
14,1,3,x0**2*x1**5*x2**7 + 596 mod 32003*x0**5*x2**7
14,2,3,x1**2*x2**6 + 18638 mod 32003*x1*x2**3
14,3,3,x1**2*x2**6 + 30076 mod 32003*x1**5
14,4,3,x0**5*x1**9 + 28765 mod 32003*x0**3*x1**2*x2**4
14,5,3,x0**13*x1**2*x2 + 3195 mod 32003*x1**3*x2**5
14,6,3,x0**9*x2**6 + 10170 mod 32003*x1*x2**3
14,7,3,x0**2*x1**7*x2**7 + 18977 mod 32003*x0**2*x1**2*x2
14,8,3,x0**6*x1**5*x2**5 + 7667 mod 32003*x0**2*x1**7*x2 + 7260 mod 32003*x0*x1**3*x2**3
14,9,3,x1**4*x2**14 + 2618 mod 32003*x0*x2
15,0,3,x0**15*x1**4*x2 + 11947 mod 32003*x0**5*x1**5*x2**6
15,1,3,x0**4*x1**4 + 31627 mod 32003*x0**2*x1**3*x2
16,0,3,x0*x1**3*x2**10 + 23642 mod 32003*x0*x1**7*x2**4 + 26093 mod 32003*x0*x2
16,1,3,x0**5*x1**3*x2**7 + 2744 mod 32003*x1**2*x2
16,2,3,x0**6*x1**9*x2 + 26135 mod 32003*x0**5*x2**9 + 2094 mod 32003*x0**3*x1**3*x2**4 + 7042 mod 32003*x1**2*x2**2
17,0,3,x0**16*x2 + 21533 mod 32003*x0**6*x2**9
17,1,3,x0**11*x1**3*x2**5 + 23347 mod 32003*x0**3*x2**9
17,2,3,x0**3*x1**5*x2**12 + 28407 mod 32003*x0**5*x1*x2**11
17,3,3,x0**12*x1**2*x2**4 + 15980 mod 32003*x0**2*x1**4 + 866 mod 32003*x1**3*x2 + 17811 mod 32003*x1**3
17,4,3,x0**5*x1**6*x2**5 + 14634 mod 32003*x0**4*x1*x2**10
18,0,3,x0**4*x2**9 + 7699 mod 32003*x0**2*x1*x2**3 + 31173 mod 32003*x0**2*x2**2
18,1,3,x0**3*x1**11*x2**3 + 25427 mod 32003*x2**16 + 22475 mod 32003*x0**3*x2**2 + 1847 mod 32003*x0*x2**2
18,2,3,x0**9*x1**6 + 8764 mod 32003*x1**3*x2**4
18,3,3,x0**10*x1**5*x2**4 + 7682 mod 32003*x0**12*x1**5 + 16417 mod 32003*x1**4
18,4,3,x0**9*x1*x2**5 + 26435 mod 32003*x1*x2**4
18,5,3,x0*x1**3 + 5085 mod 32003*x1
19,0,3,x0**3*x1*x2**4 + 27359 mod 32003*x1**2*x2**6
19,1,3,x0**6*x1**4*x2**5 + 16108 mod 32003*x0**2*x1*x2**2 + 14701 mod 32003*x1**2
19,2,3,x0**12*x1**3*x2 + 8006 mod 32003*x0**2*x1**6*x2**4 + 7608 mod 32003*x0**4*x2**4 + 13871 mod 32003*x1**4
19,3,3,x0**18*x1**2 + 21369 mod 32003*x0**3*x1**5
19,4,3,x0**4*x1**10*x2**4 + 30930 mod 32003*x0**3*x1**9*x2**5 + 28413 mod 32003*x0**5*x1*x2**3
19,5,3,x1**9 + 7780 mod 32003*x2**3
19,6,3,x0**15*x2 + 11398 mod 32003*x0
19,7,3,x0**5*x1**4*x2**7 + 2945 mod 32003*x0**5*x1**5*x2
19,8,3,x1**15*x2**2 + 13360 mod 32003*x0**5*x1**2*x2**9
19,9,3,x0*x1**12*x2 + 13327 mod 32003*x1**5*x2**2
20,0,3,x0**6*x2**7 + 6015 mod 32003*x0**2*x1**2*x2
20,1,3,x0**3*x1**10*x2**5 + 9812 mod 32003*x0**8*x1*x2**2
20,2,3,x0**2*x1*x2**13 + 25543 mod 32003*x1**7*x2**2 + 16181 mod 32003*x2
20,3,3,x0**3*x1**2*x2**10 + 21122 mod 32003*x0*x1**6*x2
21,0,3,x0**7*x1**8*x2**3 + 17476 mod 32003*x0**3*x1**4*x2**4
21,1,3,x0**2*x2**4 + 750 mod 32003*x0*x2
21,2,3,x1**9*x2**7 + 7856 mod 32003*x0**2*x1**6*x2**2
21,3,3,x0**2*x1**3*x2**11 + 23542 mod 32003*x0**7*x1**5 + 10812 mod 32003*x0**4*x1*x2**3
21,4,3,x0**9*x1**3*x2**7 + 22982 mod 32003*x0**2*x1**4*x2**3
21,5,3,x0**11*x2 + 25084 mod 32003*x0**7
21,6,3,x0*x1**9*x2**7 + 22037 mod 32003*x0*x1
21,7,3,x0**4*x1**3*x2**8 + 28594 mod 32003*x0*x1**8 + 3938 mod 32003*x0
22,0,3,x0**4*x1*x2**9 + 27740 mod 32003*x1**2
22,1,3,x0**7*x2**6 + 28335 mod 32003*x0**9*x1**3
22,2,3,x0**8*x1**4*x2**2 + 22458 mod 32003*x0**10
22,3,3,x0**9*x1*x2**10 + 5615 mod 32003*x0**6*x1**3*x2**6
22,4,3,x0**3*x1 + 24967 mod 32003*x0**2*x2
22,5,3,x0**8*x1**2*x2**6 + 17261 mod 32003*x0**4*x1*x2**2 + 23240 mod 32003*x0*x2**4
22,6,3,x0**6*x1**6*x2**5 + 3119 mod 32003*x0**2*x1**2*x2**4
22,7,3,x0**4*x1**11*x2 + 24406 mod 32003*x0**2
22,8,3,x0**5*x2**2 + 30710 mod 32003*x0
23,0,3,x0**8 + 9518 mod 32003*x0**5*x1**2*x2
23,1,3,x0**8*x1**10 + 16142 mod 32003*x0**2*x1**2*x2**5
23,2,3,x0**5*x1 + 6688 mod 32003*x1
23,3,3,x0**12*x1**4*x2**3 + 12116 mod 32003*x2**2
23,4,3,x0**6*x1**6*x2**5 + 20259 mod 32003*x0**9*x1**3
23,5,3,x0**3*x1**7*x2**2 + 22697 mod 32003*x0*x2**2
23,6,3,x0**5*x1**10*x2 + 7154 mod 32003*x0**4*x1**3*x2 + 24203 mod 32003*x0**2*x2**5
24,0,3,x0**2*x1**6*x2**4 + 1479 mod 32003*x0**2*x2**5
24,1,3,x0**5*x1**4*x2 + 24485 mod 32003*x0**2*x2**4
24,2,3,x0**4*x1**7*x2**8 + 31793 mod 32003*x0**4*x1*x2**12
25,0,3,x1**3*x2**5 + 30867 mod 32003*x1**2*x2**3
25,1,3,x0**6*x1**4*x2**8 + 17787 mod 32003*x0**11*x1**4*x2**2 + 5165 mod 32003*x1*x2**2
25,2,3,x0**7*x1**8 + 13707 mod 32003*x1**3*x2**2
26,0,3,x0**2*x1**16 + 3957 mod 32003*x0**5*x1*x2
26,1,3,x1**15*x2**4 + 15322 mod 32003*x0**6*x1**5*x2**5
26,2,3,x0**6*x1**10*x2**2 + 4568 mod 32003*x1*x2**2
26,3,3,x1**10*x2**2 + 18239 mod 32003*x0*x1**2
27,0,3,x0**8*x1**5 + 16091 mod 32003*x1*x2
27,1,3,x1**7*x2 + 14654 mod 32003*x0**4*x1 + 25300 mod 32003*x0*x1**2*x2
27,2,3,x0**2*x1**8*x2**4 + 13364 mod 32003*x0*x1**2*x2**5
27,3,3,x0*x1**3*x2**3 + 28106 mod 32003*x1*x2**2
27,4,3,x0**18*x2 + 19764 mod 32003*x0**9*x1**4
27,5,3,x0**4*x2**12 + 21785 mod 32003*x1**2*x2**12 + 17797 mod 32003*x1*x2**2
27,6,3,x0**6*x1**7*x2**3 + 18746 mod 32003*x0*x2**2
27,7,3,x0**2*x1**7*x2**2 + 12599 mod 32003*x0
27,8,3,x0**8*x1**5*x2**4 + 2356 mod 32003*x1**7*x2**4
28,0,3,x0**2*x1**4*x2**13 + 18964 mod 32003*x0**12*x1**3*x2**2 + 4129 mod 32003*x0**4*x1**8*x2**4
28,1,3,x0**10*x1**3*x2**2 + 23204 mod 32003*x0**5*x1 + 17828 mod 32003*x1**5*x2
28,2,3,x0**4*x1**7*x2**7 + 28912 mod 32003*x0**12*x2
28,3,3,x0**8*x1**4*x2**5 + 4645 mod 32003*x0**4*x2
28,4,3,x0**2*x1**3*x2**5 + 5978 mod 32003*x0**4*x1*x2**2
28,5,3,x0**3*x1**12*x2 + 475 mod 32003*x0**2*x1**7*x2**2
28,6,3,x0**4*x1**4*x2**6 + 13183 mod 32003*x0**3*x1**2*x2**6
28,7,3,x0**9*x1**6*x2**5 + 30557 mod 32003*x0**2*x1*x2**4
28,8,3,x0**5*x1**4*x2**6 + 19149 mod 32003*x0**5*x1**6*x2**2
28,9,3,x0**3*x1**3*x2**7 + 25495 mod 32003*x0**7*x1**5 + 27941 mod 32003*x0*x2
29,0,3,x0**2*x1*x2 + 20516 mod 32003*x1
29,1,3,x0**4*x1**3*x2**4 + 31681 mod 32003*x0**7*x1
29,2,3,x1**2*x2 + 26215 mod 32003*x0
29,3,3,x1**5*x2**2 + 5211 mod 32003*x2
29,4,3,x0**2*x1**13*x2 + 11885 mod 32003*x0**2*x1*x2**3
29,5,3,x0**6*x1*x2**7 + 8095 mod 32003*x1**4
29,6,3,x0**4*x1**8*x2**4 + 10556 mod 32003*x0**3*x1**3*x2**7 + 26277 mod 32003*x0*x2**2
29,7,3,x0*x1**6 + 13956 mod 32003*x1*x2**4
29,8,3,x0**15*x1**2*x2**3 + 25806 mod 32003*x0**2*x1**7*x2 + 14287 mod 32003*x0
29,9,3,x0**2*x1**8*x2**8 + 21664 mod 32003*x0*x1**5*x2**10
30,0,3,x1**10*x2 + 28925 mod 32003*x0**3*x1**3*x2 + 9756 mod 32003*x1**2
30,1,3,x0**4*x1**5*x2**5 + 18806 mod 32003*x0*x1**5
30,2,3,x0*x2**4 + 21210 mod 32003*x1*x2
30,3,3,x1**6*x2**2 + 27470 mod 32003*x0
30,4,3,x0**10*x1**2 + 28051 mod 32003*x0
30,5,3,x0**3*x1**5 + 17073 mod 32003*x0**2*x1**3*x2**3 + 7986 mod 32003*x0**2*x1*x2**2
30,6,3,x0**12*x1*x2**4 + 3968 mod 32003*x0**6*x1**6
30,7,3,x0*x1**3*x2**7 + 5747 mod 32003*x0*x2**4
30,8,3,x0*x1**5*x2**10 + 10592 mod 32003*x0**4*x1**4 + 2264 mod 32003*x0*x2**2
30,9,3,x0**5*x1**8*x2**3 + 4840 mod 32003*x0
31,0,3,x0**17*x1*x2**2 + 20614 mod 32003*x0**10*x1**2*x2**7
31,1,3,x1**5*x2**12 + 863 mod 32003*x1**9*x2**6
31,2,3,x0**4*x1**11*x2**4 + 7895 mod 32003*x0**2*x1**3*x2**7
31,3,3,x2**16 + 10537 mod 32003*x1*x2
31,4,3,x0**10*x1**4*x2**6 + 12628 mod 32003*x0*x1**13 + 31140 mod 32003*x0**3*x2**6 + 10470 mod 32003*x1*x2**2
31,5,3,x0**3*x1**16 + 22860 mod 32003*x0*x1**5*x2**11 + 24561 mod 32003*x0**6*x1**8*x2 + 4664 mod 32003*x0**2*x1*x2**5 + 23683 mod 32003*x2**4
31,6,3,x0**3*x1**3*x2 + 30996 mod 32003*x1**2*x2**5
31,7,3,x1**3*x2**11 + 1572 mod 32003*x0**3
31,8,3,x0**17*x2 + 15182 mod 32003*x0**8*x1**3*x2 + 16592 mod 32003*x2**4
32,0,3,x0*x1**2*x2**8 + 20443 mod 32003*x0**2*x2**2
32,1,3,x0**10*x1**3*x2 + 28797 mod 32003*x0*x1**2 + 10105 mod 32003*x1
32,2,3,x0**6*x1**7 + 26085 mod 32003*x0*x1**3
32,3,3,x1*x2**5 + 22967 mod 32003*x0*x1**3
32,4,3,x0**3*x1**4*x2**11 + 17037 mod 32003*x1**9*x2 + 23279 mod 32003*x0**4*x1**5 + 16390 mod 32003*x0**5*x2**2
32,5,3,x1**3*x2**14 + 10287 mod 32003*x0**3*x1**8*x2
32,6,3,x0**4*x1**11*x2**4 + 15657 mod 32003*x0*x1**6*x2**8 + 20828 mod 32003*x0**5*x2**3
32,7,3,x0**7*x1**2*x2**3 + 2288 mod 32003*x0*x2
32,8,3,x0**2*x1**4*x2**7 + 10461 mod 32003*x0**8
32,9,3,x0**7*x1*x2**6 + 20600 mod 32003*x0**4*x2**7
33,0,3,x0**7*x2**2 + 25391 mod 32003*x2**4
33,1,3,x0*x1*x2**3 + 6260 mod 32003*x1*x2
33,2,3,x0**7*x1**8*x2 + 28624 mod 32003*x0**4*x1*x2**2
33,3,3,x0**11*x1**6*x2 + 31579 mod 32003*x2**6
33,4,3,x0**2*x1**4*x2**5 + 2849 mod 32003*x1**3*x2**8 + 25758 mod 32003*x0*x1**2
33,5,3,x0**13*x1*x2**6 + 23292 mod 32003*x0**18*x1
34,0,3,x0**9*x2 + 1437 mod 32003*x1*x2**4 + 23009 mod 32003*x2
34,1,3,x1**9*x2**10 + 11357 mod 32003*x0**6*x2**7
34,2,3,x0**4*x2**5 + 2258 mod 32003*x0**2*x1*x2**3
34,3,3,x1**6*x2**4 + 6692 mod 32003*x0**3*x1**3*x2 + 16325 mod 32003*x2**4
34,4,3,x0**7*x1**8*x2**3 + 7126 mod 32003*x0**5*x1**5*x2**2 + 4632 mod 32003*x0**7
34,5,3,x0**2*x1*x2**9 + 4024 mod 32003*x0**3*x1**8
34,6,3,x0**8*x1**3*x2**5 + 29367 mod 32003*x0**4*x1**7*x2**2
34,7,3,x0*x1**5*x2**9 + 153 mod 32003*x1**7 + 1962 mod 32003*x0**2*x2
34,8,3,x0*x1*x2**3 + 12702 mod 32003*x0
34,9,3,x0**4*x1**3*x2**5 + 22210 mod 32003*x0**2*x2
35,0,3,x0**3*x1*x2 + 3221 mod 32003*x0*x1**3 + 25028 mod 32003*x0**2*x1
35,1,3,x1*x2**4 + 8752 mod 32003*x0**2*x2
35,2,3,x0**9*x1**2*x2**9 + 9369 mod 32003*x0**7*x1**2*x2**3 + 26323 mod 32003*x0**5*x1**4*x2
35,3,3,x0*x2**17 + 11026 mod 32003*x0*x2**15
35,4,3,x0**4*x1**14*x2 + 19465 mod 32003*x2
35,5,3,x0**8*x1**3*x2**8 + 10802 mod 32003*x0**11*x2 + 11131 mod 32003*x0**7 + 9009 mod 32003*x0*x2**5
36,0,3,x0**2*x1**11*x2**6 + 7881 mod 32003*x0**6*x1**4*x2
36,1,3,x0**4*x1**8*x2**7 + 12613 mod 32003*x0**4*x1**4*x2**6
36,2,3,x0*x1**6*x2**5 + 19397 mod 32003*x0**2*x1**4*x2**4 + 17599 mod 32003*x0**4*x2
36,3,3,x0*x1**10*x2**2 + 26779 mod 32003*x0**2*x1*x2**5
36,4,3,x0**4*x1**2*x2**14 + 29554 mod 32003*x0**6*x1**12
36,5,3,x1**15*x2**4 + 27075 mod 32003*x1**3
36,6,3,x0*x1**8*x2**5 + 10542 mod 32003*x0**2*x2**7
36,7,3,x0**2*x1**5*x2**13 + 18999 mod 32003*x1**4*x2**3
36,8,3,x0**3*x1**5*x2**9 + 22949 mod 32003*x1**12*x2
36,9,3,x0**8*x1**3*x2**6 + 17071 mod 32003*x0*x2**2
37,0,3,x0**4*x1*x2**15 + 15331 mod 32003*x0**7*x1**11*x2 + 29751 mod 32003*x0**6*x1**7*x2**3 + 26143 mod 32003*x0**2*x2
37,1,3,x0**9*x1**2*x2**6 + 9327 mod 32003*x0**2*x1**3*x2
37,2,3,x1**4*x2**8 + 8371 mod 32003*x0*x1**7*x2 + 22916 mod 32003*x1**2*x2**2
37,3,3,x0**3*x1**4*x2**10 + 21865 mod 32003*x0
38,0,3,x0**8*x1**4*x2**7 + 23118 mod 32003*x0**2*x1**5*x2**2
38,1,3,x1**10*x2 + 26382 mod 32003*x0**6*x1
38,2,3,x0**16*x2 + 7795 mod 32003*x0**5*x1**8*x2
38,3,3,x1**4 + 13962 mod 32003*x0*x2 + 18541 mod 32003*x2
38,4,3,x0**2 + 10578 mod 32003*x2
38,5,3,x0*x1**4*x2**15 + 27053 mod 32003*x0**6*x1**5*x2**2
38,6,3,x0**2*x1**7*x2**3 + 25297 mod 32003*x1**2
38,7,3,x0**3*x1**7 + 12168 mod 32003*x1**8*x2
39,0,3,x0**5*x1*x2**2 + 13920 mod 32003*x0
39,1,3,x0**8*x1**3*x2**3 + 29110 mod 32003*x0**8
39,2,3,x0**10*x1**5*x2**2 + 9504 mod 32003*x0**4*x1**6*x2**4 + 21079 mod 32003*x2**4
39,3,3,x0*x1**6 + 17013 mod 32003*x0**2*x1*x2
39,4,3,x0**5*x1*x2**4 + 3895 mod 32003*x0**3*x1**5 + 24142 mod 32003*x0**3*x1*x2**2 + 31549 mod 32003*x0**3*x2
39,5,3,x0**13*x1**2*x2**3 + 8795 mod 32003*x2
40,0,3,x0**5*x1**3*x2**12 + 185 mod 32003*x0**6*x1*x2**2
40,1,3,x0**4*x1**8*x2 + 967 mod 32003*x0**3*x1*x2**6 + 29236 mod 32003*x0**4*x1**4
40,2,3,x1**5*x2**5 + 1751 mod 32003*x0*x2**5
40,3,3,x1**11*x2 + 6668 mod 32003*x0**2*x1**5
40,4,3,x0**2*x1*x2**3 + 14980 mod 32003*x0**3*x1**2
41,0,3,x0**6*x1**2*x2**9 + 16703 mod 32003*x0**8*x1 + 9209 mod 32003*x2**3
41,1,3,x2**3 + 10096 mod 32003*x2
41,2,3,x0**5*x1**5*x2 + 29852 mod 32003*x0**4*x1
41,3,3,x0**2*x1**16 + 28649 mod 32003*x0**6*x1**6*x2**4 + 20848 mod 32003*x1*x2
41,4,3,x0*x1**3*x2 + 3266 mod 32003*x1**2*x2
41,5,3,x0**2*x1**7*x2**5 + 1640 mod 32003*x0
41,6,3,x0**10*x1**2*x2**2 + 13928 mod 32003*x0**3*x1**5*x2**5
41,7,3,x0**9*x1**3*x2**3 + 810 mod 32003*x0*x2**3
41,8,3,x0**18*x1 + 23468 mod 32003*x0**5*x2
42,0,3,x0**10*x1**4*x2**5 + 17412 mod 32003*x0**2*x1**2*x2**4
42,1,3,x0*x1**14 + 29464 mod 32003*x0*x1*x2**2
42,2,3,x0**7*x1*x2**4 + 10446 mod 32003*x0**4*x1*x2**7
42,3,3,x0**7*x1**6*x2**7 + 10093 mod 32003*x2**3
43,0,3,x0**5*x1**6*x2**9 + 29156 mod 32003*x0**6*x1
43,1,3,x0**16*x1*x2**3 + 27427 mod 32003*x0**9*x1**7*x2**3
44,0,3,x1**10*x2 + 6848 mod 32003*x0**6*x1 + 8989 mod 32003*x0**2*x1**3*x2**2
44,1,3,x0**9*x1*x2**8 + 5729 mod 32003*x0*x1*x2
44,2,3,x0*x1**6*x2**13 + 8192 mod 32003*x0**6*x1**2*x2**8 + 1861 mod 32003*x0**5*x1**7*x2**3
44,3,3,x2**6 + 31903 mod 32003*x1
44,4,3,x0**9*x2**2 + 30598 mod 32003*x0*x1*x2**5
44,5,3,x0**7*x1**2*x2**3 + 3791 mod 32003*x1
44,6,3,x0*x1*x2**16 + 4664 mod 32003*x0*x2**12
45,0,3,x0**2*x1**2*x2**6 + 1078 mod 32003*x0**8*x1
45,1,3,x0**4*x1**3*x2**5 + 24055 mod 32003*x0**6*x1**4
45,2,3,x0**8*x2**5 + 23503 mod 32003*x0*x1**3*x2**5
45,3,3,x0*x1**5*x2**12 + 18078 mod 32003*x0**6*x1*x2
45,4,3,x0**3*x1**4*x2**8 + 10181 mod 32003*x0**10*x1
45,5,3,x0**4*x1**2*x2**5 + 4484 mod 32003*x1**3*x2**3
45,6,3,x0**11*x1**5*x2 + 30609 mod 32003*x0**3
45,7,3,x1**4*x2 + 25916 mod 32003*x0**2
45,8,3,x0**3*x1**3*x2**3 + 17357 mod 32003*x0*x2**4 + 29182 mod 32003*x1
46,0,3,x1**8 + 15026 mod 32003*x1**2*x2**2 + 7561 mod 32003*x0**2
46,1,3,x0**2*x1**3*x2**2 + 23172 mod 32003*x0**3
46,2,3,x0**4*x1*x2**13 + 30472 mod 32003*x1*x2
46,3,3,x0**7*x1**3*x2**2 + 14717 mod 32003*x0**6*x1**2*x2**2
46,4,3,x1**3*x2**17 + 17010 mod 32003*x0**5*x1**3*x2
46,5,3,x0*x1*x2**9 + 14824 mod 32003*x1
46,6,3,x0**2*x1**9*x2**3 + 23201 mod 32003*x0*x1*x2
47,0,3,x0**13*x1**3*x2**4 + 24172 mod 32003*x0**8*x2**6
47,1,3,x0**5*x2 + 10201 mod 32003*x0
47,2,3,x0**2*x1**8*x2**3 + 4651 mod 32003*x1
