system_id,poly_index,polynomial
3,1,2.0*x4**2+x3*x4+x3**2-x2*x4-2.0*x2*x3-3.0*x2**2+2.0*x1*x4+2.0*x1*x3+2.0*x1*x2-2.0*x4-3.0*x3+3.0*x2-x1-2.0;
3,2,5.0*x4**2+x3*x4+x3**2-x2*x4-5.0*x2*x3+x2**2-x1*x4-x1*x3+3.0*x1*x2+x1**2+5.0*x4-x3+x2-x1+1.0;
3,3,-x2*x4**2+3.0*x2*x3*x4-x2*x3**2+x2**2*x4+3.0*x2**3-3.0*x1*x3*x4+x1*x2*x4+2.0*x1*x2*x3+5.0*x1*x2**2-3.0*x1**2*x4-x1**2*x2-x1**3-x4**2+3.0*x3*x4-x3**2-x2*x4-x2**2+x1*x3-x1*x2+11.0*x1**2+2.0*x4-x3-2.0*x2-7.0*x1-2.0;
3,4,-5.0*x4**3+4.0*x3*x4**2+11.0*x3**2*x4+4.0*x2*x4**2-7.0*x2*x3*x4-6.0*x2*x3**2-14.0*x2**2*x4+2.0*x2**2*x3+15.0*x1*x4**2+x1*x3*x4+3.0*x1*x2*x4-6.0*x1**2*x4-10.0*x1**2*x3-6.0*x1**2*x2+6.0*x4**2+10.0*x3*x4+4.0*x2*x4+35.0*x2*x3+4.0*x1*x4+x1*x3+11.0*x1*x2-2.0*x1**2+4.0*x4+15.0*x3+35.0*x2+5.0*x1+4.0;
4,1,-62500.0*x3*x5-62500.0*x3**2-62500.0*x3+62500.0;
4,2,625.0*x4*x8-625.0*x4*x5-1250.0*x5-1250.0*x4-625.0;
4,3,-10982.0*x5*x7-44975.0*x4*x7-44975.0*x4*x5+2500.0*x5-10982.0*x4-10982.0;
4,4,-400000.0*x7**2-400000.0*x3*x7+400000.0*x3*x4+400000.0*x1*x7+400000.0;
4,5,-100000.0*x7*x8+1799000.0*x7**2+1000000.0*x5*x6-805427.0*x3*x7+1799000.0*x1*x6+1000000.0;
4,6,-2000000.0*x3*x6+2000000.0*x2*x6+2000000.0*x1*x9+2000000.0*x9-200000.0*x8+2000000.0*x3+2000000.0;
4,7,-113800000000000.0*x5*x8**2+113800000000000.0*x5*x6**2+2014260000000.0*x4*x6*x8+113800000000000.0*x2*x8*x9+206888000000000.0*x2*x5**2-2014260000000.0*x2**2*x5-2014260000000.0*x1*x7*x9+113800000000000.0*x1*x4*x5+61907200000000.0*x1*x3*x9+61907200000000.0*x1*x3*x6+2014260000000.0*x1*x2*x4+11809600000000.0*x1*x2*x3-825860000000000.0*x1**2*x3+113800000000000.0*x1**2*x2+825269000000000.0*x8**2-61907200000000.0*x6*x9+825860000000000.0*x5*x7+825860000000000.0*x4*x9+61907200000000.0*x4*x7+206888000000000.0*x4*x5-61907200000000.0*x3*x8-2014260000000.0*x3*x7+113800000000000.0*x3*x5+825269000000000.0*x2*x8-362961000000000.0*x9+206888000000000.0*x8+61907200000000.0*x7-61907200000000.0*x6+2014260000000.0*x5+206888000000000.0*x4+61907200000000.0*x3+2014260000000.0*x2+206888000000000.0*x1-2014260000000.0;
4,8,-354584000000.0*x6*x8*x9-777600000000.0*x5*x7*x8-282500000000.0*x4*x7*x8+1065310000000.0*x4*x6*x9+1065310000000.0*x3*x6**2-307085000000.0*x3*x4*x8+282500000000.0*x2*x8**2+1409010000000.0*x2*x6*x9+1065310000000.0*x2*x3*x7+282500000000.0*x2*x3*x4-777600000000.0*x1*x7*x8+805594000000.0*x1*x5*x9-1065310000000.0*x1**2*x8+235685000000.0*x8*x9+805594000000.0*x7*x9+412221000000.0*x7*x8+158627000000.0*x5*x9-1065310000000.0*x5*x8-777600000000.0*x4*x9+777600000000.0*x4*x5-805594000000.0*x3**2-1409010000000.0*x2*x9-1065310000000.0*x2*x6+307085000000.0*x2*x4+235685000000.0*x1*x9-158627000000.0*x9-311668000000.0*x8-1409010000000.0*x7+777600000000.0*x5+777600000000.0*x4-311668000000.0*x3+777600000000.0*x2+268090000000.0*x1+158627000000.0;
4,9,-1271.0*x3-1271.0;
5,1,-x5-x4+x3+x2+1.0;
5,2,-0.5*x5**2+x2*x5-x2*x3-x1*x5+0.633975*x5-x2+0.633975*x1+1.0;
5,3,-x4*x5**2+x3*x4**2-x1**2*x3+0.401924*x5**2+3.0*x2*x3-x1*x3-4.5*x1*x2+2.0*x5-4.5*x3+x2+1.0;
5,4,0.75*x3**3*x4+x2*x3*x5**2+3.0*x2*x3**2*x4+1.5*x2**2*x3*x5-4.5*x1*x2*x3*x4-x1**2*x2*x3-3.0*x3*x4*x5-0.75*x4*x5-0.75*x3*x5-x3*x4-3.375*x2*x3+6.75*x4+x1-1.0;
5,5,-x1*x4*x5**3+4.0*x1*x2*x4*x5**2-1.5*x1*x2**2*x3*x5+6.0*x1*x2*x3*x4-6.0*x1*x2**2*x4+x1**2*x5**2+0.302193*x1**2*x2*x4-x2*x3*x5+x2**2*x5+0.5*x1*x4*x5+4.0*x1*x3*x5-4.0*x4**2+5.0625*x3*x5+x2*x5+x2*x3-x2-1.5;
6,1,x5*x6+x5**2-x1*x2+x7+x5+x2+x1;
6,2,x5*x6-x3*x7+x2*x6+2.0*x7-x3-x1;
6,3,-x5*x6+x2*x3+x1*x3-x7-x6;
6,4,-x6*x7-x4*x5-x3*x5+x5;
6,5,-x4*x7-x7-x4;
6,6,-6.0*x7+6.0*x4;
6,7,x7+x5+x4-x3-x2+x1-1.0;
7,1,-x2*x4-x4-1.0;
7,2,-x1*x6-x1**2-1.0;
7,3,-x1*x7-x1-1.0;
7,4,-x1**2-x1+1.0;
7,5,x9*x11-x9-1.0;
7,6,x4**2+x4+1.0;
7,7,-x4**3+x3*x4*x6+x1*x2*x3-x3*x4+x4-x2+1.0;
7,8,-x1*x3*x6+x2*x12-x10-x4+1.0;
7,9,x1*x12-x11+x1+1.0;
7,10,-4.0616*x2*x7-2.0*x2**2+2.0*x7+1.0;
7,11,1.7172*x9*x11-x3*x11-x3+2.0;
7,12,-3.0*x11+3.0*x7+2.0*x5-2.0;
8,1,-x2**4-x2**3+x1**3-3.0*x2-3.0;
8,2,x1*x2**3+3.0*x1**2*x2**2+x1**3*x2-8.0*x1+1.0;
8,3,-3.0*x1**3*x2+9.0*x1*x2**2+3.0*x1**3-8.0*x2+9.0;
9,1,-x2*x4-x2-1.0;
9,2,x6*x7-x6+1.0;
9,3,x3**2+x3+1.0;
9,4,x2*x8-x2**2+1.0;
9,5,1.60914*x3*x8+0.400264*x3*x6+0.0492073*x3*x4-0.400264*x2*x4-1.60914*x2**2-0.279423*x1*x8-0.279423*x1*x3+1.4348*x1**2-1.4348*x8-0.0492073*x4-0.279423*x3-0.0492073*x2+0.08305*x1-0.249151;
9,6,0.432419*x5*x7-0.686607*x4*x6+0.686607*x3*x8-0.432419*x2*x4-0.0371573*x1*x5-0.864839*x1*x3+0.125016*x7+0.125016*x6-0.71994*x5+0.432419*x4+0.686607*x1-0.125016;
9,7,1.16281*x6*x8+0.0263879*x5**2+0.11572*x4*x7+2.16257*x4*x5-0.11572*x3*x6+0.666404*x3*x4+2.16257*x2*x5-0.0571314*x2*x4-1.16281*x2*x3+1.25878*x8+1.16281*x7-1.16281*x6+0.0790342*x5-1.22803*x2-0.290702*x1-0.290702;
9,8,1.32811*x7*x8+1.48948*x6*x8-1.32811*x4*x8+0.258645*x4**2-0.582586*x3*x8-0.696868*x2*x4+0.357444*x1*x8+0.230623*x1*x6-2.68683*x1*x4-0.699103*x8+1.16517*x7-1.48948*x6-0.53817*x5+2.68683*x4+0.269085*x2+1.16517*x1-0.20817;
10,1,x2*x3**2-x1*x4*x5-x5+x1-1.0;
10,2,-x2*x3*x4-x1*x3+x2+2.0;
10,3,x1**2*x4-x3+1.0;
10,4,-x1*x2-4.0;
10,5,x5+x3-x2+x1-1.0;
11,1,-2.0*x3**3+x1**2-x4+x1;
11,2,2.0*x1*x2**2*x3+4.0*x2*x3*x4-10.0*x1*x2*x3-10.0*x3*x4-10.0*x2*x4+2.0*x2*x3+2.0*x1*x2+10.0*x3-1.0;
11,3,-x2**3+x1**2*x3-2.0*x4**2-2.0*x2*x3;
11,4,-10.0*x1*x3*x4**2-4.0*x1*x3**2*x4+10.0*x1**2*x2*x4+2.0*x1*x2*x4-4.0*x1*x2+4.0*x3-2.0*x2-4.0*x1+2.0;
12,1,-2.0*x9+1e-05*x6+1e-05*x5+2.0*x3+1.0;
12,2,-3e-05*x8+x1+1.0;
12,3,-5e-05*x8-x7+x6+2.0*x5-x2+x1-1.0;
12,4,2.0*x10-x4+1e-05;
12,5,x10**2-5.14044e-08*x10;
12,6,x10**2-x9*x10;
12,7,-7.81628e-16*x1**2-x3;
12,8,1.49624e-07*x4*x5-x5;
12,9,6.19441e-08*x5*x8+6.19441e-08*x2**2;
12,10,-x3**2*x10-x3*x10;
13,1,x2*x3*x4-x2*x3**2-x1*x2*x5-x2*x5-1.0;
13,2,x2*x4*x5+x1*x3*x5+2.0*x1**2*x3+1.0;
13,3,x3*x4**2+x4*x5+1.0;
13,4,x5**2+4.0;
13,5,x5+x4-x3+x1+1.0;
14,1,x7-x6-x5+x4-x3-x2-x1;
14,2,-x5*x7-x4**2-x6-x5+x4-x3+x2;
14,3,-x2*x3*x7+x5**2+x3*x7-x2*x6+x1*x5-x6-x2;
14,4,-x4**2*x6*x7+x4*x5*x7-x2*x5**2+x1*x5+x1*x2-x5+x3;
14,5,x3*x4**2*x5*x7-x1*x3*x4*x7+x3*x4*x5-x2*x6**2+x1*x4*x5+x5*x7-x1*x5;
14,6,-x2*x4**3*x5*x6-x1*x2**2*x3*x7+x2**2*x5*x6-x2*x6**2-x1*x7**2+x2*x3+x2;
14,7,x1**3*x4*x5**2*x6+1.0;
15,1,0.128085*x3*x4-0.17078*x1*x3-0.128085*x1*x2+0.17078*x4-0.128085*x3-0.102468*x2-0.25617;
15,2,12.0*x3*x4+0.34156*x2*x6+0.146383*x6+0.146383*x4-0.146383*x2+0.146383*x1+0.34156;
15,3,-0.219574*x5*x6-12.0*x2*x5+0.384255*x1*x3-0.192128*x6+11.4877*x2+0.192128*x1-0.384255;
15,4,0.227707*x3*x5+0.34156*x3**2-0.227707*x2*x5+12.0*x1*x4-11.4877*x1*x3-0.292766*x2-12.0;
15,5,0.42695*x4*x5+0.320213*x2*x4+0.365957*x1**2-12.0*x5-0.365957*x4-0.320213*x3-0.42695;
15,6,-12.0*x4*x5-0.384255*x3*x4+0.384255*x2*x5+0.307404*x1*x4+0.307404*x3-0.34156*x1-0.384255;
16,1,-2.85714*x1**3*x2-x2;
16,2,-1.85185*x1*x2**5+x1**3*x2**3-0.226852*x1**4*x2**2+1.2963*x2-0.145833*x1+1.2963;
16,3,-0.114987*x1**2*x2**4*x3**3+0.114987*x1**3*x2**4*x3**2+0.428571*x1**5*x2**2*x3**2-0.397717*x1*x2**3*x3**4+0.2275*x1**2*x2**2*x3**4+0.42*x1**2*x2**3*x3**3+0.609*x1**3*x2**3*x3**2-1.4*x1*x2**5*x3-0.00643125*x1**3*x2**2*x3**2-0.00643125*x2**3*x3**3+0.6*x1*x3**5-0.0126839*x1*x2**4*x3+0.00267969*x1**2*x2**2*x3**2+0.0392*x1*x2**3*x3-0.616*x1**2*x2*x3**2-0.0126839*x1**2*x2**2*x3+0.15*x1**2*x3**2+0.114987*x1**3-0.397717*x3**2+0.0392*x2*x3-0.0342387*x2;
17,1,-x3*x5-x1*x3+x5-1.0;
17,2,-x5*x6-x2**2-x1;
17,3,x6**2-x6+x2+1.0;
17,4,x5*x6+2.0*x3*x5+2.0*x3*x4+2.0*x2*x6-2.0*x2*x3+2.0*x2**2+x5+2.0;
17,5,0.75*x5*x6-x3*x5+0.25*x2*x6+x2*x3+x1*x6-0.75*x1*x4-x1*x3-x1*x2+0.25*x4-0.25*x2-0.25*x1-1.0;
17,6,x5*x6+x3*x6-x3*x5+0.288675*x2*x5+0.288675*x2*x3-x2**2-1.63299*x1*x4-x1*x3+0.471405*x1*x2-0.57735*x6-0.57735*x5-0.471405*x4+1.63299*x3-0.816497*x2-0.471405*x1-0.916667;
18,1,-x8+x7+x6+x4-x3+x2+x1-1.0;
18,2,-x4*x7+x2*x5-0.62349*x2*x3+0.62349*x1**2+0.62349*x8+x5+0.781831*x4-x1-1.0;
18,3,x5**2*x6+x3**2*x4-x2*x3*x6+x1*x2*x7-x1*x2*x4+x6*x8+x3*x7+0.222521*x2-1.0;
18,4,-x3*x5**2*x6+x3*x4*x6**2+x3**2*x5**2-x1*x3*x5-x4*x8-x1*x5-0.900969*x5-x2-1.0;
18,5,-0.433884*x2**2*x4*x6*x7+x1*x2**2*x3*x6+x2*x4*x5+0.900969*x1*x5*x8+x3*x5-x2*x5+x8+x4-1.0;
18,6,-0.222521*x1*x2*x6*x7**3+x2*x3*x4*x7*x8+x1*x3**2*x6*x8+x3*x4**2*x8-x3*x4*x5-x6*x8-x2*x8+0.222521*x2-1.0;
18,7,-x1*x3*x4**2*x8**3-1.0;
19,1,x5*x6+x4*x6-x3-1.0;
19,2,-0.1*x5*x6-1.8*x5**2-1.8*x4*x5+0.1*x4**2-0.3*x3*x4+3.6*x1*x5+2.0*x1*x4-1.8*x1*x3+2.0*x1*x2+2.0*x1**2+3.6*x5+4.0*x4+1.8*x3+0.3*x2-0.1*x1+3.7;
19,3,-2.1408*x5*x6+3.99879*x4*x6+3.99879*x3*x4-0.2828*x2*x6-0.2828*x2*x5-3.99879*x1*x6-0.2828*x1*x5-3.99879*x1*x3-3.99879*x6+0.2828*x5+3.71599*x4+0.2828*x3-3.71599*x1+2.1408;
19,4,0.1732*x4*x5-0.3464*x3*x4+0.1732*x2*x6-0.1732*x2*x5+0.3464*x2*x4-0.1732*x2*x3-0.1732*x1*x5+0.3464*x1*x4-5.99965*x1*x3+0.3464*x6+0.3464*x5+0.1732*x4-0.1732*x3+0.1732*x2+5.99965*x1+0.1732;
19,5,-3803.3*x5*x6-1897.3*x5**2+3796.7*x4*x6-1902.7*x3*x4+1902.7*x2*x5-1897.3*x1*x6-1897.3*x1*x5+5703.1*x1*x3+3803.3*x1*x2-3796.7*x1**2+0.7*x6+3796.7*x5-2.9*x3+3803.3*x2-1902.7*x1-2.9;
19,6,x5*x6+9.0*x4*x5-4.8*x3*x6+1.3*x3*x4+3.2*x2*x6-3.2*x2**2+9.0*x1*x4-0.7*x1*x3+7.1*x1**2+5.1*x6-3.2*x5+7.1*x4-4.8*x3-2.6*x2+1.3*x1-7.1;
20,1,x5*x6+x2*x5+x2*x4+x1*x6+x4-x3;
20,2,-x2*x6-x5-x4-2.0*x3-2.0*x1;
20,3,x4*x6+3.0*x3**2+x1*x6-x3;
20,4,x3*x6+x6+4.0*x3;
20,5,-x4+5.0*x2;
20,6,x6-x5+x4+x3+x2-1.0;
21,1,-0.128085*x2**2-8.0*x1*x2-7.48766*x3-7.48766*x2-7.48766;
21,2,0.25617*x2**2+7.48766*x3+7.48766*x2-0.34156*x1+8.0;
21,3,0.384255*x2**2+0.25617*x1*x3+0.25617*x3-0.25617*x1+0.307404;
21,4,0.409872*x1*x2-7.48766*x4+0.34156*x3+7.48766*x2-8.0;
22,1,3.0*x1**3*x2-3.0*x1**2*x2+x1**2+8.0*x2+8.0;
22,2,8.0*x2*x3**3+9.0*x2**4-x2*x3-9.0*x2-9.0;
22,3,-9.0*x1*x2**3-x1*x2**2+x2+8.0*x1+1.0;
23,1,-2.0*x7-2.0*x6+2.0*x5-2.0*x4+2.0*x3-x2-2.0*x1-2.0;
23,2,-x5**2+2.0*x6+x5+2.0*x4+2.0*x2;
23,3,2.0*x2*x3-2.0*x1*x6-2.0*x1*x3+2.0*x5-2.0*x4+2.0*x1;
23,4,2.0*x6*x7-2.0*x5*x7-2.0*x4*x6+2.0*x2*x7+2.0*x2*x4+2.0*x1;
23,5,x3*x5+2.0*x2**2+x1*x6-2.0*x1*x5-x1*x4-x6-2.0*x3;
23,6,-2.0*x3*x6-x1*x3+2.0*x7+2.0*x6-2.0*x5-2.0*x3+2.0*x1;
23,7,-x6*x7+2.0*x5*x7+x2*x6+x1*x7-2.0*x1*x2+2.0*x6+x5+x2;
24,1,8.0*x3*x4+0.128085*x1*x4+0.25617*x4+8.0*x3-7.48766;
24,2,7.48766*x2*x4+7.48766*x4-7.48766*x3-0.25617*x2+0.25617;
24,3,7.48766*x2*x3+8.0*x2**2-0.25617*x1*x3+7.48766*x2-0.384255;
24,4,-0.34156*x3**2-0.34156*x1*x4-7.48766*x4-7.48766*x3+8.0;
25,1,x7*x8-2.0*x5*x8+2.0*x5*x6-x4*x9+2.0*x2*x5+x9-2.0*x7-x6-2.0*x5+2.0*x3;
25,2,2.0*x6*x7+2.0*x5*x7+2.0*x3*x5-2.0*x1*x4-2.0*x1*x2-2.0*x9-2.0*x6-2.0*x3+2.0*x2;
25,3,x7*x9-x6*x9-2.0*x4*x8+2.0*x2*x3-2.0*x1*x7-x1*x5+x5-2.0*x4-x1;
25,4,2.0*x4*x7-2.0*x4*x5-2.0*x3*x4+2.0*x2*x6-2.0*x7+2.0*x6+2.0*x5+x3;
25,5,-2.0*x6*x8-x5*x8+2.0*x4*x7-2.0*x2*x5-2.0*x1*x6-x8-2.0*x6-2.0*x2;
25,6,-2.0*x9**2-2.0*x6*x8-2.0*x2**2-2.0*x1*x2-2.0*x7-x6-2.0*x5;
25,7,2.0*x7*x9-x1*x3-x6+2.0*x4-2.0*x3-x2+2.0*x1;
25,8,2.0*x6**2+2.0*x3*x7-2.0*x6+2.0*x4-x3+2.0*x2;
25,9,2.0*x9-x8+x7+2.0*x6+2.0*x5-x4+2.0*x3-2.0*x2-2.0*x1+1.0;
26,1,2.0*x10*x11-x9*x10+2.0*x3*x11+2.0*x3*x10+x3*x8-2.0*x2**2-2.0*x1*x11-2.0*x11-2.0*x9-2.0*x7-2.0*x4-x2;
26,2,-2.0*x8*x11+2.0*x7**2+2.0*x5*x8+2.0*x2*x9+2.0*x2*x8+2.0*x2*x3-2.0*x1*x6+x9-2.0*x8+2.0*x4+2.0*x1;
26,3,2.0*x4*x11+2.0*x4*x8-2.0*x2*x11+2.0*x2*x10-2.0*x2*x7-2.0*x1*x11+x10+2.0*x8+2.0*x6+x5-2.0*x4;
26,4,-2.0*x10*x11-2.0*x9*x11+2.0*x6*x7+2.0*x5*x6-2.0*x2*x10+2.0*x2*x6-2.0*x1*x4-2.0*x5-2.0*x3+2.0*x2;
26,5,-2.0*x4*x7-2.0*x2*x10+x2*x3+x1*x11+x1*x9+2.0*x1**2-2.0*x10-2.0*x9-2.0*x3+2.0*x2;
26,6,-2.0*x10**2+2.0*x8*x9-2.0*x6*x10+2.0*x4*x10+2.0*x3*x10-2.0*x10-2.0*x9+2.0*x2+2.0*x1;
26,7,-2.0*x7*x8-x4*x7+2.0*x2*x10-x2*x3+2.0*x1*x3-2.0*x11+2.0*x10-2.0*x6+x5;
26,8,-2.0*x8*x9+x6*x11+2.0*x4*x9+x4*x6+2.0*x1*x9+x6+2.0*x4+x3;
26,9,2.0*x5*x9-2.0*x4*x10-2.0*x4*x7-2.0*x3*x6-x1*x4-x9+2.0*x6-x3;
26,10,-2.0*x6*x11-2.0*x5*x9+2.0*x4*x10+2.0*x3*x8-2.0*x4-2.0*x3-2.0*x1;
26,11,x11+2.0*x10+2.0*x9-2.0*x8+2.0*x7+2.0*x6-2.0*x5-2.0*x4+2.0*x3+2.0*x2-2.0*x1-2.0;
27,1,x2**2*x5+x1*x3*x4+x3*x4-x5-x1-1.0;
27,2,x1*x2*x3-1.1*x3*x4+x2*x3+x5+x4-1.0;
27,3,x1*x4*x5-x2*x5-1.1*x2*x3+x1*x3-1.1*x3-1.0;
27,4,x2*x3**2+x1**2*x4+x1*x2+x4-x1+1.0;
27,5,-x2*x3*x4+x2*x3+x5+x2-x1-1.0;
28,1,6.0*x2*x3*x8-10.0*x2*x3*x5-10.0*x5*x8+48.0*x3*x5+10.0*x8-16.0*x6-14.0*x5;
28,2,24.0*x6*x7*x8-162.0*x4*x5*x6+84.0*x3*x4*x7+24.0*x1*x2**2-30.0*x4*x6+24.0*x3*x6-27.0*x2*x6+15.0*x6+30.0*x5;
28,3,-420.0*x7+240.0*x4-240.0*x2-420.0*x1;
28,4,-70.0*x6*x8-112.0*x6**2-50.0*x4*x6-60.0*x3*x5+180.0*x1*x4+284.0*x1*x2-180.0*x8-50.0*x6-112.0*x1;
28,5,-66.0*x3*x5+78.0*x2*x6-66.0*x2*x5-90.0*x1*x5-78.0*x5+90.0*x1;
28,6,136.0*x8-136.0;
28,7,4.0*x2*x3*x8+162.0*x2*x3*x6+162.0*x1*x6*x8+4.0*x7+3.0*x3;
28,8,36.0*x3*x5*x8+36.0*x1*x5**2-128.0*x1*x2*x6+36.0*x7*x8+28.0*x6*x7+300.0*x4*x7+36.0*x3*x4-648.0*x6+36.0*x2;
29,1,-x1**2+x3-x1+1.0;
29,2,-x4*x5-x4-x2-1.0;
29,3,-x1*x9-x9-x5+1.0;
29,4,-x6*x9-x6+x4;
29,5,x7**2-0.811096*x4*x6-1.08561*x4*x5+0.294637*x4**2-0.294637*x3*x8-x3*x7-0.294637*x3*x4+0.294637*x7-1.08561*x5-1.20276*x4-1.08561*x3-0.294637;
29,6,-0.279751*x8*x9+1.91384*x7*x8+1.01226*x6*x9+0.279751*x5*x9-0.306877*x5*x8+x5*x6+0.580848*x4*x7+0.580848*x4*x6+0.915694*x3*x9-0.915694*x3*x8-x3*x6+1.51213*x2*x9-x2*x4-1.05783*x1*x9+1.01226*x1*x5+1.05783*x1*x4+x9+1.01226*x8+1.91384*x7-0.580848*x6-0.799786*x5+1.05783*x4+1.01226*x3+1.05783*x2+1.91384;
