system_id,poly_id,num_vars,polynomial
4,5,4,x0**17 + 6850 mod 32003*x0**16
4,6,4,x0**4*x1**9 + 6244 mod 32003*x0**4*x1**7
4,7,4,x1**5*x3**8 + 31761 mod 32003*x0**3*x1**3*x3
4,8,4,x1**10*x3**8 + 773 mod 32003*x1**10 + 29531 mod 32003*x3**6
4,9,4,x2**17 + 8896 mod 32003*x2**11 + 15041 mod 32003*x2**5
5,0,5,x0**2*x3**10 + 17489 mod 32003*x2
5,1,5,x0**3*x2**11*x3**2 + 20169 mod 32003*x0**3*x2*x3**4*x4 + 1044 mod 32003*x0**4*x2*x4
5,2,5,x1**3*x2**9 + 20780 mod 32003*x1*x2**5
5,3,5,x0**2*x1**5*x3**6*x4**5 + 10618 mod 32003*x0**2*x1*x2**7*x3*x4**2
5,4,5,x2*x3**4*x4**3 + 5987 mod 32003*x0*x1**2*x2*x4**4
5,5,5,x0**4*x1**5*x2*x3*x4 + 2474 mod 32003*x1*x3*x4
5,6,5,x0*x1**3*x3**2*x4 + 12965 mod 32003*x3
5,7,5,x0*x1**4*x3*x4**3 + 3758 mod 32003*x1**3*x3**3*x4**3
5,8,5,x1**12*x2**2 + 3399 mod 32003*x1**8*x2 + 16169 mod 32003*x1*x2**3
5,9,5,x2**3*x3**5*x4**3 + 24293 mod 32003*x2**3*x3
6,0,3,x0**2*x1**15*x2 + 16092 mod 32003*x0**10*x1**3*x2**3
6,1,3,x2**17 + 7360 mod 32003*x2**4
6,2,3,x0**5*x1**10*x2 + 6714 mod 32003*x0**5*x2**4
6,3,3,x0**16*x1**4 + 31616 mod 32003*x1**6
6,4,3,x1**5*x2**11 + 18857 mod 32003*x0**3*x2**2
6,5,3,x1**15 + 28370 mod 32003*x1**2
6,6,3,x0**4*x1**5*x2 + 23126 mod 32003*x0**3*x1*x2**2
6,7,3,x2**17 + 16997 mod 32003*x2**15
6,8,3,x1**19 + 26732 mod 32003*x1**12
6,9,3,x0**17*x1*x2**2 + 12100 mod 32003*x0**6*x1*x2**12
7,0,5,x0**6 + 28311 mod 32003*x0**4
7,1,5,x0**6*x1*x4**8 + 3195 mod 32003*x1**3*x2**4*x4**2 + 814 mod 32003*x1**2*x2*x4
7,2,5,x0**3*x1**7*x2*x3**2*x4**4 + 20085 mod 32003*x1**7*x2**2*x3**2*x4**5
7,3,5,x4**17 + 13219 mod 32003*x4**15
7,4,5,x0*x4**18 + 19636 mod 32003*x0**16*x4
7,5,5,x0*x2*x4**3 + 7954 mod 32003*x0*x1**2
7,6,5,x1**8 + 27359 mod 32003*x1**2*x4**6
7,7,5,x1*x2*x3**13 + 18071 mod 32003*x1**2*x2**2*x3
7,8,5,x3**13*x4**3 + 27006 mod 32003*x3**6*x4**2
7,9,5,x1**8*x3 + 24915 mod 32003*x0**8
8,0,4,x0**16*x1 + 23470 mod 32003*x0**3*x1**2
8,1,4,x3**17 + 19025 mod 32003*x3**5
8,2,4,x0**16 + 15382 mod 32003*x0**12 + 1737 mod 32003*x0**10
8,3,4,x0**2*x2**8 + 22211 mod 32003*x0*x1**4*x2**2 + 10668 mod 32003*x2
8,4,4,x1**2*x2**11 + 1069 mod 32003*x1**4*x2**2
8,5,4,x1**13*x2**2*x3 + 11471 mod 32003*x1**6*x2**2*x3**2
8,6,4,x0*x1**10*x2*x3**2 + 16003 mod 32003*x0*x1**5*x2*x3
8,7,4,x1**3*x2**3 + 30479 mod 32003*x1**2*x2**2 + 16648 mod 32003*x2*x3
8,8,4,x0**2*x1**10*x3**4 + 13089 mod 32003*x1**6 + 14116 mod 32003*x1**2*x3**2
8,9,4,x1**6*x2**4 + 18783 mod 32003*x0
9,0,3,x2**17 + 12885 mod 32003*x1**6*x2**2
9,1,3,x2**9 + 16189 mod 32003*x2
9,2,3,x0**8*x2**6 + 9983 mod 32003*x0*x2
9,3,3,x0*x2**2 + 14042 mod 32003*x0*x1
9,4,3,x0**7*x2**13 + 17189 mod 32003*x0**8*x2**7
9,5,3,x1**2*x2**12 + 4639 mod 32003*x1**4
9,6,3,x0**2*x1**14*x2**3 + 8232 mod 32003*x0**6*x1**8 + 18234 mod 32003*x0*x1**4*x2**2
9,7,3,x0**2*x1**9*x2**2 + 13330 mod 32003*x1**2
9,8,3,x1**2*x2**6 + 29241 mod 32003*x1*x2**7
9,9,3,x0**2*x1**9*x2 + 20163 mod 32003*x1**3*x2**3 + 8952 mod 32003*x1**2
10,0,3,x2**15 + 15639 mod 32003*x1**2
10,1,3,x0**6*x1**7 + 28282 mod 32003*x0**11*x1
10,2,3,x0**5*x1**2*x2**5 + 26635 mod 32003*x1
10,3,3,x0**3*x1**11 + 22793 mod 32003*x1**3
10,4,3,x0**7*x1**10*x2**2 + 13528 mod 32003*x0**3*x1**4*x2**10
10,5,3,x1*x2**18 + 16261 mod 32003*x0**3*x1*x2**4
10,6,3,x0**17*x2 + 28772 mod 32003*x0**14*x2 + 9490 mod 32003*x0**4*x2
10,7,3,x0**18 + 2530 mod 32003*x0**7
10,8,3,x1**10*x2**6 + 1974 mod 32003*x1**9*x2**7 + 13038 mod 32003*x2**3
10,9,3,x0*x2**11 + 8673 mod 32003*x0**2*x2
11,0,5,x2**17 + 30818 mod 32003*x2**2
11,1,5,x1**4*x3**4 + 25300 mod 32003*x1**3*x3
11,2,5,x0**2*x1**3*x2**4*x3**5*x4**2 + 6589 mod 32003*x1*x2*x3*x4**4
11,3,5,x0*x1**12*x3**5*x4**2 + 1555 mod 32003*x1**2*x2 + 7198 mod 32003*x1
11,4,5,x0**2*x2**5*x3**6*x4**4 + 7276 mod 32003*x0**9*x1*x2*x4**2
11,5,5,x0**8*x2*x3**6*x4 + 13084 mod 32003*x0*x3*x4**5
11,6,5,x3**17 + 7400 mod 32003*x3**6 + 18265 mod 32003*x3
11,7,5,x0**9*x1**2*x2*x3*x4**2 + 21636 mod 32003*x0*x1*x3**2
11,8,5,x0**6*x1**10 + 13016 mod 32003*x0**4*x1**7
11,9,5,x0**2*x2**3*x3**2 + 14719 mod 32003*x3
12,0,4,x0**10*x2**7 + 30959 mod 32003*x0**10*x2**4
12,1,4,x2**16 + 31605 mod 32003*x1**12
12,2,4,x0**7*x1**4 + 15967 mod 32003*x1**9
12,3,4,x0**3 + 26215 mod 32003*x3
12,4,4,x1**3*x2**6*x3**8 + 19207 mod 32003*x1**3*x2**2*x3
12,5,4,x0**6*x1**3*x3**5 + 23105 mod 32003*x3
12,6,4,x0**5*x1**8*x2**6 + 18053 mod 32003*x0**3*x1**4*x2**8
12,7,4,x0**8*x1*x2**11 + 11801 mod 32003*x2
12,8,4,x1**17 + 25135 mod 32003*x1**16 + 1281 mod 32003*x1**7
12,9,4,x0*x1**5*x2**6*x3**2 + 16480 mod 32003*x0*x3**7
13,0,3,x0**2 + 17603 mod 32003*x1**2
13,1,3,x1**20 + 25452 mod 32003*x1
13,2,3,x0*x1**7*x2**7 + 19225 mod 32003*x0**3*x2**5
13,3,3,x0**2*x2**15 + 23624 mod 32003*x2
13,4,3,x0**5 + 16828 mod 32003*x0
13,5,3,x0**8*x1**8 + 31585 mod 32003*x0**4*x1**4 + 10467 mod 32003*x0*x1**2
13,6,3,x0*x1**2*x2**12 + 18440 mod 32003*x0
13,7,3,x1**17*x2**3 + 21216 mod 32003*x2**3
13,8,3,x2**19 + 148 mod 32003*x2**14 + 12385 mod 32003*x2**9
13,9,3,x2**18 + 22195 mod 32003*x2**15
14,0,3,x1**18 + 4691 mod 32003*x1**14 + 9887 mod 32003*x1**3
14,1,3,x0**2*x2**17 + 22860 mod 32003*x2**17
14,2,3,x0**6*x1**13 + 2332 mod 32003*x0**14*x1 + 25186 mod 32003*x0*x1**6
14,3,3,x2**3 + 13991 mod 32003*x2
14,4,3,x0**4*x1**14 + 16592 mod 32003*x0**4
14,5,3,x0**4*x2**5 + 25535 mod 32003*x0**2*x1*x2
14,6,3,x1**2*x2**4 + 31518 mod 32003*x1**4
14,7,3,x0**19 + 27371 mod 32003*x0**11*x1**6
14,8,3,x0**19 + 28299 mod 32003*x0**17 + 8823 mod 32003*x0**8
14,9,3,x2**12 + 16235 mod 32003*x2**9
15,0,3,x2**13 + 7094 mod 32003*x2**2
15,1,3,x0**4*x1**4*x2**11 + 19994 mod 32003*x1**2*x2**13
15,2,3,x0**9*x1**7 + 11760 mod 32003*x1
15,3,3,x0**19 + 9715 mod 32003*x0**14 + 624 mod 32003*x0**9
15,4,3,x1**20 + 26456 mod 32003*x1**9
15,5,3,x0**3*x1*x2 + 27952 mod 32003*x1**2
15,6,3,x1**16 + 30025 mod 32003*x1**7
15,7,3,x0**10*x2**10 + 20634 mod 32003*x1**4
15,8,3,x0**6*x2**8 + 12541 mod 32003*x0**5
15,9,3,x2**16 + 7620 mod 32003*x2**5
16,0,5,x4**18 + 8340 mod 32003*x4**10
16,1,5,x1**2*x2*x3*x4**6 + 28974 mod 32003*x2**3*x3**3*x4**3
16,2,5,x0**10*x4**7 + 18983 mod 32003*x0**8*x4**9
16,3,5,x2**19 + 22507 mod 32003*x2**8 + 15017 mod 32003*x2**7
16,4,5,x2**3*x3**9 + 8794 mod 32003*x2**6*x3**5
16,5,5,x1**6*x2*x3*x4**2 + 17176 mod 32003*x0*x1*x3**3*x4**5 + 9395 mod 32003*x0**2*x4
16,6,5,x1**2*x2**3*x3**2*x4**11 + 23155 mod 32003*x0**2*x1**6*x2*x3*x4**2
16,7,5,x0**13 + 5152 mod 32003*x0**5
16,8,5,x2**19 + 21988 mod 32003*x2**5
16,9,5,x0**12*x1**3*x2*x4**2 + 3634 mod 32003*x0**3*x1*x4
17,0,5,x1**2*x2*x3**17 + 19363 mod 32003*x1**5*x2**5*x3**2*x4**7 + 6746 mod 32003*x2**3*x3**6*x4**3
17,1,5,x1**8 + 31534 mod 32003*x1
17,2,5,x0**3*x2*x3**6*x4**9 + 4218 mod 32003*x0*x2**6*x3**9*x4
17,3,5,x1**2*x2**8*x4**3 + 15802 mod 32003*x1**2*x2*x4
17,4,5,x0**2*x1**4*x2**2*x3*x4**2 + 23765 mod 32003*x0*x2
17,5,5,x1**3*x2**9*x3**4*x4**4 + 26528 mod 32003*x1**2*x2**2*x3**11*x4**2 + 14012 mod 32003*x1**4*x2**7*x3*x4
17,6,5,x1**5*x2**3 + 9655 mod 32003*x1**2*x3**5 + 20719 mod 32003*x1*x2*x3
17,7,5,x0**2*x1**6*x2*x3**3 + 5931 mod 32003*x0*x1**3*x2**2*x3**3
17,8,5,x1**3*x2**2*x3**2*x4**10 + 9388 mod 32003*x0**7*x2**6*x3*x4**2
17,9,5,x0**4*x1**9*x3 + 31052 mod 32003*x1*x3**5*x4
18,0,5,x0**12 + 22376 mod 32003*x0**4
18,1,5,x0**9 + 9947 mod 32003*x0**2
18,2,5,x1**8 + 104 mod 32003*x1**6
18,3,5,x0*x1*x2**7*x3**6*x4 + 27980 mod 32003*x1**2*x4
18,4,5,x0**2*x1**8*x2*x3*x4**2 + 15453 mod 32003*x1*x3**5*x4
18,5,5,x4**14 + 1441 mod 32003*x4**10
18,6,5,x0**4*x1**11*x2**3*x4**2 + 13421 mod 32003*x0**2*x1**2*x3*x4**2
18,7,5,x1**4*x4**4 + 2841 mod 32003*x4**4
18,8,5,x0**6*x1**10*x4 + 17895 mod 32003*x1**3*x4**3
18,9,5,x2**3*x3**15 + 24649 mod 32003*x2**7*x3**6
19,0,3,x0**6*x1 + 16026 mod 32003*x0**2*x1**5
19,1,3,x0**2*x1**4 + 19316 mod 32003*x0*x1**5
19,2,3,x2**17 + 20045 mod 32003*x2**16 + 31084 mod 32003*x2**15
19,3,3,x1**3*x2**6 + 25858 mod 32003*x1**5
19,4,3,x2**20 + 616 mod 32003*x2**10
19,5,3,x0**2*x1**16 + 27360 mod 32003*x0**6*x1**4*x2**6 + 4641 mod 32003*x0**8*x1**6 + 7747 mod 32003*x0**9*x1**2*x2**3
19,6,3,x0**14 + 1640 mod 32003*x2
19,7,3,x0**8*x2**5 + 21984 mod 32003*x1**2*x2**3
19,8,3,x0**14 + 18368 mod 32003*x0**6
19,9,3,x1**10*x2**5 + 16405 mod 32003*x0**2*x1**5*x2**3
20,0,3,x0**9*x1 + 199 mod 32003*x0**2*x1**2
20,1,3,x1*x2**5 + 6905 mod 32003*x1**3
20,2,3,x0**8*x2**12 + 73 mod 32003*x0**2*x2**5
20,3,3,x0**19 + 24173 mod 32003*x0**13 + 2893 mod 32003*x0**2
20,4,3,x1*x2**3 + 26208 mod 32003*x1*x2
20,5,3,x2**19
20,6,3,x2**16 + 16 mod 32003*x2**15
20,7,3,x0**7*x2**2 + 27963 mod 32003*x0**6
20,8,3,x0**5*x2**3 + 11806 mod 32003*x2**4
20,9,3,x0**18 + 10955 mod 32003*x0**2
21,0,4,x0**9*x3**4 + 5262 mod 32003*x1**9*x2
21,1,4,x0**3*x2**4*x3**3 + 23993 mod 32003*x0**3*x2**6
21,2,4,x0**5*x1**7*x3**3 + 23251 mod 32003*x1
21,3,4,x1**18 + 2339 mod 32003*x1**12
21,4,4,x2**5 + 26168 mod 32003*x0**2*x2
21,5,4,x0*x1**6*x3**3 + 2809 mod 32003*x1*x2**2*x3**2
21,6,4,x0**2*x2**18 + 13428 mod 32003*x0*x1**8*x2**2*x3**2 + 23470 mod 32003*x0*x1*x2*x3**2
21,7,4,x0**7*x2*x3**7 + 30801 mod 32003*x2**8*x3**2
21,8,4,x1**15 + 29004 mod 32003*x1**12
21,9,4,x2**11 + 26917 mod 32003*x2**2 + 12011 mod 32003*x2
22,0,4,x0**9*x1**8 + 11181 mod 32003*x0**5*x1**3
22,1,4,x1**2 + 22634 mod 32003*x1
22,2,4,x2**14 + 17537 mod 32003*x2
22,3,4,x3**12 + 13421 mod 32003*x3
22,4,4,x0**15*x1**4 + 6007 mod 32003*x0*x1**13
22,5,4,x2**18 + 7068 mod 32003*x2**2
22,6,4,x0**8*x2**5*x3**2 + 5437 mod 32003*x0**5*x3**5 + 1872 mod 32003*x0**2*x2**5*x3
22,7,4,x3**12 + 20333 mod 32003*x3**4
22,8,4,x0**3*x1**4*x2**7*x3**2 + 27576 mod 32003*x0**2*x1**3*x3**7
22,9,4,x0**3*x1**2*x2**3 + 9838 mod 32003*x0*x1**3*x2*x3**2
23,0,4,x0**5*x1**3*x2**2*x3 + 8683 mod 32003*x1**3*x2**3*x3**2 + 28092 mod 32003*x1
23,1,4,x3**17 + 16615 mod 32003*x3**9
23,2,4,x1**16 + 10264 mod 32003*x1**8
23,3,4,x0*x1**4*x3**12 + 2848 mod 32003*x0**7*x1*x3**3
23,4,4,x0**4*x2**8 + 9380 mod 32003*x0**2*x2**10
23,5,4,x0*x1**2*x2**7*x3**3 + 5788 mod 32003*x0**3*x2**4*x3**2
23,6,4,x1**3*x2**14 + 9660 mod 32003*x2**8
23,7,4,x1**6*x2**6*x3**5 + 22898 mod 32003*x0**6*x1*x2**3*x3**6
23,8,4,x0**2*x1**2 + 26923 mod 32003*x0
23,9,4,x1**18 + 24509 mod 32003*x1**17 + 8023 mod 32003*x1**3
24,0,3,x1**18 + 19409 mod 32003*x1**11
24,1,3,x0**3 + 19492 mod 32003*x0**2
24,2,3,x0**15 + 24979 mod 32003*x0**4
24,3,3,x0**2*x1**11*x2**6 + 8178 mod 32003*x0**14*x1*x2**3 + 19677 mod 32003*x0**11*x1**3 + 19228 mod 32003*x0**3*x1**5
24,4,3,x0*x1**9*x2**8 + 28818 mod 32003*x0**2*x1**5*x2**2
24,5,3,x1*x2**16 + 20661 mod 32003*x1**7*x2**3 + 22320 mod 32003*x2**2
24,6,3,x1**18 + 6305 mod 32003*x1**16
24,7,3,x0*x2**10 + 7406 mod 32003*x0*x2**2
24,8,3,x1**15 + 5723 mod 32003*x0**2*x1**2
24,9,3,x0**15 + 21575 mod 32003*x0**7
25,0,4,x0**5*x2**3*x3**9 + 26101 mod 32003*x0**11*x3**2 + 14682 mod 32003*x0**2*x2**9*x3**2
25,1,4,x1**7*x2**7 + 5073 mod 32003*x1**3*x2*x3**2
25,2,4,x0**12*x3**5 + 28680 mod 32003*x0**3*x3**11
25,3,4,x1**8*x3 + 17980 mod 32003*x1
25,4,4,x1**9*x2**6*x3 + 13232 mod 32003*x2
25,5,4,x3**14 + 9206 mod 32003*x3**13 + 15629 mod 32003*x3**8
25,6,4,x0**3*x1**9*x3 + 23006 mod 32003*x0**4*x1
25,7,4,x0**8*x2**2*x3**5 + 29636 mod 32003*x0*x1*x2**4*x3**9 + 5156 mod 32003*x0**6*x1*x3**4
25,8,4,x3**2 + 5659 mod 32003*x3
25,9,4,x0**11 + 31963 mod 32003*x0**5 + 7746 mod 32003*x0**2
26,0,4,x0*x1*x2*x3**2 + 13169 mod 32003*x1*x3
26,1,4,x1**4*x2**2*x3**2 + 20777 mod 32003*x0**2*x3**5
26,2,4,x3**18 + 27913 mod 32003*x3**12
26,3,4,x1**20 + 7396 mod 32003*x1**9
26,4,4,x0**6*x2*x3 + 862 mod 32003*x0**3*x1**2*x2*x3**2
26,5,4,x3**12 + 27410 mod 32003*x3**9
26,6,4,x3**19 + 7998 mod 32003*x3**2
26,7,4,x3**7 + 10959 mod 32003*x3**2
26,8,4,x1**4*x2**6*x3 + 16156 mod 32003*x1
26,9,4,x1**18 + 1099 mod 32003*x1**15 + 29397 mod 32003*x1
27,0,3,x1**5*x2**15 + 6679 mod 32003*x1**7*x2**11 + 460 mod 32003*x1**7*x2**4
27,1,3,x1**4*x2**10 + 29473 mod 32003*x1**7*x2**6
27,2,3,x1**2*x2 + 514 mod 32003*x1*x2**2
27,3,3,x1**9*x2**11 + 10608 mod 32003*x1**7*x2**8
27,4,3,x0**5*x1**4*x2**6 + 14434 mod 32003*x0*x1**2*x2
27,5,3,x0**17 + 28163 mod 32003*x0**8 + 28573 mod 32003*x0**6
27,6,3,x0**2*x1**10*x2**5 + 25209 mod 32003*x0**6*x1**4*x2**3
27,7,3,x0**11*x2**5 + 8073 mod 32003*x0**7*x2**6
27,8,3,x0**11*x1**2 + 18293 mod 32003*x0**4*x1**2
27,9,3,x1**7 + 12527 mod 32003*x1**3
28,0,5,x0*x1**2*x2**2 + 29530 mod 32003*x1*x2
28,1,5,x0**10*x2**3*x4 + 31099 mod 32003*x0**6*x1**3*x2*x4 + 3553 mod 32003*x1**4*x2**6*x4
28,2,5,x0**2*x1**6*x2*x4**9 + 4512 mod 32003*x1*x2**2*x4
28,3,5,x0**2*x2**2 + 13256 mod 32003*x0
28,4,5,x2**15 + 29222 mod 32003*x2**13 + 22499 mod 32003*x2**3
28,5,5,x0**6*x2**5*x4 + 28766 mod 32003*x0*x2**5*x4 + 9421 mod 32003*x4
28,6,5,x4**19 + 248 mod 32003*x4**10
28,7,5,x0**4*x1**9*x2*x4**2 + 11068 mod 32003*x3
28,8,5,x1**9*x2**8 + 21801 mod 32003*x1**9*x2**3
28,9,5,x0**3*x1**2*x2**5*x3**3 + 17978 mod 32003*x0*x1*x2**3*x3**2
29,0,3,x0*x2**18 + 12433 mod 32003*x0**2*x1**6
29,1,3,x0**3*x2**13 + 20319 mod 32003*x1**3
29,2,3,x0**19 + 195 mod 32003*x0**16
29,3,3,x0**3*x1*x2**6 + 4229 mod 32003*x0**7*x2**2
29,4,3,x0**2*x1**6*x2**8 + 9661 mod 32003*x0**4*x1**2*x2
29,5,3,x0*x1**11*x2**5 + 16638 mod 32003*x0**3*x1**6*x2
29,6,3,x0**18 + 20532 mod 32003*x0**17 + 19403 mod 32003*x0**12
29,7,3,x1**20 + 17816 mod 32003*x1**8
29,8,3,x0**6*x1**5 + 19228 mod 32003*x1**9
29,9,3,x2**8 + 30671 mod 32003*x2**4
30,0,3,x0**2*x1**7*x2**2 + 18525 mod 32003*x0**2*x2**8 + 17975 mod 32003*x0**3*x1
30,1,3,x1**16 + 27065 mod 32003*x1**12
30,2,3,x0**2*x2**15 + 19809 mod 32003*x2**3
30,3,3,x0**9*x1**6*x2**2 + 15264 mod 32003*x2**4
30,4,3,x0**11*x1**3*x2**2 + 26727 mod 32003*x0*x1**10
30,5,3,x0**3*x1**5*x2 + 17951 mod 32003*x1**2
30,6,3,x2**18 + 6909 mod 32003*x2**16
30,7,3,x0**13 + 16483 mod 32003*x0
30,8,3,x0*x2**18 + 15437 mod 32003*x0**8*x2**3 + 8274 mod 32003*x0**2*x2**9
30,9,3,x1**19 + 20350 mod 32003*x1**16 + 17612 mod 32003*x1**8
31,0,3,x0**3*x1**13 + 7481 mod 32003*x0**4*x1**4
31,1,3,x2**3 + 23158 mod 32003*x0**2
31,2,3,x2**9 + 11913 mod 32003*x2**3
31,3,3,x0**14*x1**2 + 18566 mod 32003*x0**7
31,4,3,x0**3*x2**6 + 17371 mod 32003*x0*x2**3
31,5,3,x0**11 + 16973 mod 32003*x0**5
31,6,3,x1**5*x2**5 + 16022 mod 32003*x1**2*x2**3
31,7,3,x0**10*x1**2*x2**8 + 5234 mod 32003*x0*x2**2 + 15208 mod 32003*x0
31,8,3,x1**16 + 1104 mod 32003*x1**4
31,9,3,x1**16 + 22631 mod 32003*x1**14
32,0,5,x1**7*x3**8 + 4654 mod 32003*x1**11*x3**2
32,1,5,x0**3*x1*x2**5*x3 + 27966 mod 32003*x0*x1*x2**3
32,2,5,x3**19 + 15574 mod 32003*x2**11*x3**5
32,3,5,x1**9*x2**3*x4 + 8690 mod 32003*x1**5*x2**4*x4
32,4,5,x1**16 + 26565 mod 32003*x1**9
32,5,5,x1**3*x4**3 + 21091 mod 32003*x1
32,6,5,x0**2*x2*x3**7*x4**9 + 8896 mod 32003*x0*x1*x3*x4**2
32,7,5,x0**6*x1**5*x2**5*x3 + 675 mod 32003*x0**12*x1 + 9315 mod 32003*x1**2*x3
32,8,5,x1**4*x2**3*x3**2*x4**6 + 8249 mod 32003*x0**3*x1**2*x3**4*x4**2
32,9,5,x2**2*x3**3 + 31369 mod 32003*x2
33,0,3,x0**17 + 11269 mod 32003*x0**12 + 407 mod 32003*x0**6
33,1,3,x0**3*x2**5 + 6881 mod 32003*x0*x2**2
33,2,3,x2**17 + 11469 mod 32003*x2**13
33,3,3,x0**4*x2**13 + 11469 mod 32003*x0**8*x2**6
33,4,3,x0*x1**7 + 842 mod 32003*x1**4
33,5,3,x1**17*x2 + 27552 mod 32003*x1**2*x2**9
33,6,3,x0**2*x1**4*x2**6 + 20222 mod 32003*x0**2*x1**2*x2**4
33,7,3,x0*x1**16*x2**2 + 17700 mod 32003*x0**5*x1**3*x2**2
33,8,3,x0**5*x1**15 + 12771 mod 32003*x0**6*x1**3 + 29704 mod 32003*x0**3*x1**4
33,9,3,x2**6 + 2956 mod 32003*x2**2
34,0,5,x2**4*x4**5 + 15809 mod 32003*x4
34,1,5,x1**2*x2**2*x4 + 22427 mod 32003*x2**2*x3 + 5793 mod 32003*x3*x4**2
34,2,5,x0**2*x1**4*x3**7 + 8060 mod 32003*x0**4*x1**4*x3**3
34,3,5,x1**6*x2**5 + 18453 mod 32003*x2*x3**8
34,4,5,x0**17 + 21972 mod 32003*x0**3 + 20005 mod 32003*x0
34,5,5,x1**8*x3**6 + 6523 mod 32003*x0**8*x1*x3**3 + 5549 mod 32003*x1**3*x3**2*x4
34,6,5,x0**15 + 12331 mod 32003*x0**2
34,7,5,x0*x1*x3*x4**5 + 15446 mod 32003*x0*x3**4*x4**2
34,8,5,x1**5*x2*x4**8 + 5308 mod 32003*x1**9*x2**3 + 9403 mod 32003*x2**10 + 29102 mod 32003*x2**9 + 19592 mod 32003*x1*x2**2
34,9,5,x1**4*x2**5 + 21971 mod 32003*x2**6
