system_id,poly_index,polynomial
4,6,16639*d1*q1+300*d1*q2+19880*d1*q3+11523*d1+300*d2*q1+450*d2*q2+4066*d2*q3+4666*d2+19880*d3*q1+4066*d3*q2+7157*d3*q3+24096*d3+11523*q1+4666*q2+24096*q3+7757;
5,1,7907*y**2*z+15814*x*y*t+16189*x+24096*z;
5,2,24096*x**3*z+31628*x*y**2*z+31628*x**2*y*t+15814*y**3*t+31628*x**2+16939*y**2+31628*x*z+16939*y*t+15814;
5,3,15814*y*z*t+7907*x*t**2+24096*x+16189*z;
5,4,24096*x*z**3+31628*y*z**2*t+31628*x*z*t**2+15814*y*t**3+31628*x*z+31628*z**2+16939*y*t+16939*t**2+15814;
6,1,22596*b**4*c*d**2+15439*b**4*c**3+6032*b**4*c**2*d+13500*b**2*c+750*b**2*c**2*e-28.0*b**2*c*d*e-648.0*b**2*d+28628*b**2*d**2*e+9.0*b**4*d**3+11250;
6,2,13189*c**3*b**4*d+3000*d*e**2*c+3494*d*b**2*c+2250*c**3*b**2*e-432.0*c**2*b**2+10006*e*c+21997*d*e+16.0*c*b**2*d**2*e+16.0*d**2*e**2+30503*e**2*c**2+7157*c**4*b**4+26048+20346*d**2*b**4*c**2+14314*d**3*b**4*c+8497*d**2*b**2+29753*d**3*b**2*e-16.0*c**2*b**2*d*e-240.0*c;
6,3,11753*d*b**2*c+31189*d**2*b**2+31596*c**2*b**2+26048+1509*e*c+30494*d*e+15.0*c**2*b**2*d*e-15.0*c**3*b**2*e-80.0*d*e**2*c+28253*d**2*e**2+28253*e**2*c**2;
6,4,15535+31628*d*b**2*c+8282*d**2*b**2+375*c**2*b**2+13939*e*c+18064*d*e;
7,1,7907*y1*y2+7907*y1+8282*y5;
7,2,15814*y1*y2+7907*y1+2*y2**2+7907*y2*y3**2+545*y2*y3+34*y2*y4+0*y2+16939*y5;
7,3,15814*y2*y3**2+545*y2*y3+1964*y3**2+411*y3+750*y5;
7,4,34*y2*y4+15814*y4**2+3750*y5;
7,5,7907*y1*y2+7907*y1+1*y2**2+7907*y2*y3**2+545*y2*y3+34*y2*y4+0*y2+982*y3**2+411*y3+7907*y4**2+24096;
8,1,7907*x**3*y**2+31628*x**2*y**2*z+24096*x**2*y*z**2+5003*x**2*y**2+4596*x**2*y*z+20012*x*y**2*z+17378*x*y*z**2+7907*x*z**3+3970*x**2*y+8183*x*y**2+10168*x*y*z+729*y**2*z+23506*x*z**2+27629*x*y+24549*x*z+26244*x;
8,2,7907*y**3*t**3+31628*y**3*t**2+24096*y**2*z*t**2+31628*y**2*t**3+4500*y**2*t**2+24471*y*z*t**2+21878*y*z*t+7907*z**2*t+18503*z*t+1985*z;
8,3,24096*x**2*z**2*t+31628*x*z**2*t**2+7907*z**3*t**2+7907*x**3*z+17378*x**2*z*t+4596*x*z**2*t+20012*x*z*t**2+5003*z**2*t**2+23506*x**2*z+10168*x*z*t+3970*z**2*t+729*x*t**2+8183*z*t**2+24549*x*z+27629*z*t+26244*z;
8,4,7907*y**3*t**3+24096*x*y**2*t**2+31628*y**3*t**2+31628*y**2*t**3+24471*x*y**2*t+4500*y**2*t**2+7907*x**2*y+21878*x*y*t+18503*x*y+1985*x;
9,1,24096*x**3*y**2+15814*x**2*y**2*z+24096*x**2*y*z**2+13500*x**2*y**2+27407*x**2*y*z+5003*x*y**2*z+8689*x*y*z**2+7907*x*z**3+3970*x**2*y+5955*x*y**2+26919*x*y*z+8497*x*z**2+29816*x*y+24549*x*z+5759*x;
9,2,24096*x**3*z*t**2+7907*x**2*z**2*t**2+16564*x**3*z*t+31628*x**2*z**2*t+29003*x**3*t**2+6750*x**2*z*t**2+16157*x*z**2*t**2+24096*z**3*t**2+750*x**3*z+8497*x**2*z*t+22811*x*z**2*t+13024*x*z*t**2+15009*z**2*t**2+1985*x**2*z+23820*x*z*t+28033*z**2*t+22362*z*t**2+14908*x*z+18881*z*t+5759*z;
9,3,7907*x**2*y*t**3+16189*x*y**2*t**3+7907*y**3*t**3+31253*x**2*y*t**2+1125*x*y**2*t**2+31628*y**3*t**2+2250*x*y*t**3+29753*y**2*t**3+30128*x**2*y*t+1875*x*y**2*t+15000*x*y*t**2+23003*y**2*t**2+20003*x*t**3+30503*x**2*y+23003*x*y*t+8021*x*t**2+20012*x*y+16123*x*t+243*x;
9,4,7907*y**3*t**3+24096*y**2*z*t**3+31628*y**3*t**2+16189*y**2*z*t**2+25253*y**2*t**3+17346*y*z*t**3+5003*y**2*t**2+30256*y*z*t**2+15439*z**2*t**2+30018*y*t**3+11497*z*t**3+23506*y*z*t+31253*z**2*t+24063*y*t**2+20964*z*t**2+16123*t**3+7907*z**2+15880*z*t+486*t**2+15880*z;
10,1,7907*x2+15814*x6+7907*x9+15814*x10+31993;
10,2,7907*x3+7907*x8+31973;
10,3,7907*x1+7907*x3+15814*x5+15814*x8+7907*x9+7907*x10+31953;
10,4,7907*x4+15814*x7+31993;
10,5,0*x5+24096*x1**2;
10,6,0*x6+24096*x2**2;
10,7,0*x7+24096*x4**2;
10,8,0*x8+24096*x1*x3;
10,9,0*x9+24096*x1*x2;
10,10,0*x10+24096*x1*x2**2;
11,1,24846+24096*t2**2+24096*t3**2+8282*t2**2*t3**2+31253*t2*t3;
11,2,24846+24096*t3**2+24096*t1**2+8282*t3**2*t1**2+31253*t3*t1;
11,3,24846+24096*t1**2+24096*t2**2+8282*t1**2*t2**2+31253*t1*t2;
12,1,31628*x1**3+23721*x1**2*x2+23721*x1**2*x3+23721*x1**2*x4+23721*x1**2*x5+23721*x1*x2**2+23721*x1*x3**2+23721*x1*x4**2+23721*x1*x5**2+7907*x2**3+7907*x3**3+7907*x4**3+7907*x5**3+15814*x1**2+23721*x1*x2+23721*x1*x3+23721*x1*x4+23721*x1*x5+24096*x2**2+24096*x3**2+24096*x4**2+24096*x5**2+16564*x1;
12,2,7907*x1**3+23721*x1**2*x2+23721*x1*x2**2+31628*x2**3+23721*x2**2*x3+23721*x2**2*x4+23721*x2**2*x5+23721*x2*x3**2+23721*x2*x4**2+23721*x2*x5**2+7907*x3**3+7907*x4**3+7907*x5**3+24096*x1**2+23721*x1*x2+15814*x2**2+23721*x2*x3+23721*x2*x4+23721*x2*x5+24096*x3**2+24096*x4**2+24096*x5**2+16564*x2;
12,3,7907*x1**3+23721*x1**2*x3+23721*x1*x3**2+7907*x2**3+23721*x2**2*x3+23721*x2*x3**2+31628*x3**3+23721*x3**2*x4+23721*x3**2*x5+23721*x3*x4**2+23721*x3*x5**2+7907*x4**3+7907*x5**3+24096*x1**2+23721*x1*x3+24096*x2**2+23721*x2*x3+15814*x3**2+23721*x3*x4+23721*x3*x5+24096*x4**2+24096*x5**2+16564*x3;
12,4,7907*x1**3+23721*x1**2*x4+23721*x1*x4**2+7907*x2**3+23721*x2**2*x4+23721*x2*x4**2+7907*x3**3+23721*x3**2*x4+23721*x3*x4**2+31628*x4**3+23721*x4**2*x5+23721*x4*x5**2+7907*x5**3+24096*x1**2+23721*x1*x4+24096*x2**2+23721*x2*x4+24096*x3**2+23721*x3*x4+15814*x4**2+23721*x4*x5+24096*x5**2+16564*x4;
12,5,7907*x1**3+23721*x1**2*x5+23721*x1*x5**2+7907*x2**3+23721*x2**2*x5+23721*x2*x5**2+7907*x3**3+23721*x3**2*x5+23721*x3*x5**2+7907*x4**3+23721*x4**2*x5+23721*x4*x5**2+31628*x5**3+24096*x1**2+23721*x1*x5+24096*x2**2+23721*x2*x5+24096*x3**2+23721*x3*x5+24096*x4**2+23721*x4*x5+15814*x5**2+16564*x5;
13,1,7907*a+7907*b+7907*c+7907*d+7907*x;
13,2,7907*a*b+7907*b*c+7907*c*d+7907*d*x+7907*x*a;
13,3,7907*a*b*c+7907*b*c*d+7907*c*d*x+7907*d*x*a+7907*x*a*b;
13,4,7907*a*b*c*d+7907*b*c*d*x+7907*c*d*x*a+7907*d*x*a*b+7907*x*a*b*c;
13,5,7907*a*b*c*d*x+24096;
14,1,7907*z0+7907*z1+7907*z2+7907*z3+7907*z4+7907*z5;
14,2,7907*z0*z1+7907*z1*z2+7907*z2*z3+7907*z3*z4+7907*z4*z5+7907*z5*z0;
14,3,7907*z0*z1*z2+7907*z1*z2*z3+7907*z2*z3*z4+7907*z3*z4*z5+7907*z4*z5*z0+7907*z5*z0*z1;
14,4,7907*z0*z1*z2*z3+7907*z1*z2*z3*z4+7907*z2*z3*z4*z5+7907*z3*z4*z5*z0+7907*z4*z5*z0*z1+7907*z5*z0*z1*z2;
14,5,7907*z0*z1*z2*z3*z4+7907*z1*z2*z3*z4*z5+7907*z2*z3*z4*z5*z0+7907*z3*z4*z5*z0*z1+7907*z4*z5*z0*z1*z2+7907*z5*z0*z1*z2*z3;
14,6,7907*z0*z1*z2*z3*z4*z5+24096;
15,1,7907*z0+7907*z1+7907*z2+7907*z3+7907*z4+7907*z5+7907*z6;
15,2,7907*z0*z1+7907*z1*z2+7907*z2*z3+7907*z3*z4+7907*z4*z5+7907*z5*z6+7907*z6*z0;
15,3,7907*z0*z1*z2+7907*z1*z2*z3+7907*z2*z3*z4+7907*z3*z4*z5+7907*z4*z5*z6+7907*z5*z6*z0+7907*z6*z0*z1;
15,4,7907*z0*z1*z2*z3+7907*z1*z2*z3*z4+7907*z2*z3*z4*z5+7907*z3*z4*z5*z6+7907*z4*z5*z6*z0+7907*z5*z6*z0*z1+7907*z6*z0*z1*z2;
15,5,7907*z0*z1*z2*z3*z4+7907*z1*z2*z3*z4*z5+7907*z2*z3*z4*z5*z6+7907*z3*z4*z5*z6*z0+7907*z4*z5*z6*z0*z1+7907*z5*z6*z0*z1*z2+7907*z6*z0*z1*z2*z3;
15,6,7907*z0*z1*z2*z3*z4*z5+7907*z1*z2*z3*z4*z5*z6+7907*z2*z3*z4*z5*z6*z0+7907*z3*z4*z5*z6*z0*z1+7907*z4*z5*z6*z0*z1*z2+7907*z5*z6*z0*z1*z2*z3+7907*z6*z0*z1*z2*z3*z4;
15,7,7907*z0*z1*z2*z3*z4*z5*z6+24096;
16,1,7907*z0+7907*z1+7907*z2+7907*z3+7907*z4+7907*z5+7907*z6+7907*z7;
16,2,7907*z0*z1+7907*z1*z2+7907*z2*z3+7907*z3*z4+7907*z4*z5+7907*z5*z6+7907*z6*z7+7907*z7*z0;
16,3,7907*z0*z1*z2+7907*z1*z2*z3+7907*z2*z3*z4+7907*z3*z4*z5+7907*z4*z5*z6+7907*z5*z6*z7+7907*z6*z7*z0+7907*z7*z0*z1;
16,4,7907*z0*z1*z2*z3+7907*z1*z2*z3*z4+7907*z2*z3*z4*z5+7907*z3*z4*z5*z6+7907*z4*z5*z6*z7+7907*z5*z6*z7*z0+7907*z6*z7*z0*z1+7907*z7*z0*z1*z2;
16,5,7907*z0*z1*z2*z3*z4+7907*z1*z2*z3*z4*z5+7907*z2*z3*z4*z5*z6+7907*z3*z4*z5*z6*z7+7907*z4*z5*z6*z7*z0+7907*z5*z6*z7*z0*z1+7907*z6*z7*z0*z1*z2+7907*z7*z0*z1*z2*z3;
16,6,7907*z0*z1*z2*z3*z4*z5+7907*z1*z2*z3*z4*z5*z6+7907*z2*z3*z4*z5*z6*z7+7907*z3*z4*z5*z6*z7*z0+7907*z4*z5*z6*z7*z0*z1+7907*z5*z6*z7*z0*z1*z2+7907*z6*z7*z0*z1*z2*z3+7907*z7*z0*z1*z2*z3*z4;
16,7,7907*z0*z1*z2*z3*z4*z5*z6+7907*z1*z2*z3*z4*z5*z6*z7+7907*z2*z3*z4*z5*z6*z7*z0+7907*z3*z4*z5*z6*z7*z0*z1+7907*z4*z5*z6*z7*z0*z1*z2+7907*z5*z6*z7*z0*z1*z2*z3+7907*z6*z7*z0*z1*z2*z3*z4+7907*z7*z0*z1*z2*z3*z4*z5;
16,8,7907*z0*z1*z2*z3*z4*z5*z6*z7+24096;
17,1,7907*x1**2+7907*x2**2+24096;
17,2,7907*x3**2+7907*x4**2+24096;
17,3,7907*x5**2+7907*x6**2+24096;
17,4,7907*x7**2+7907*x8**2+24096;
17,5,7907*x9**2+7907*x10**2+24096;
17,6,7907*x11**2+7907*x12**2+24096;
17,7,23721*x3+15814*x5+7907*x7+30275;
17,8,23721*x1*x4+15814*x1*x6+7907*x1*x8+10962;
17,9,23721*x2*x4+15814*x2*x6+7907*x2*x8+2781;
17,10,7907*x3*x9+7907*x5*x9+7907*x7*x9+5086;
17,11,7907*x2*x4*x9+7907*x2*x6*x9+7907*x2*x8*x9+7907*x1*x10+8680;
17,12,24096*x3*x10*x11+24096*x5*x10*x11+24096*x7*x10*x11+7907*x4*x12+7907*x6*x12+7907*x8*x12+8339;
18,1,15439*a33*a10*a20+15064*a22*a10*a31+31253*a32*a10*a21+31189*a10**2*a21+30503*a21*a30+14689*a31*a20+27503*a10*a30;
18,2,22596*a33*a10*a21+31189*a10**2*a22+29250*a10*a20+29753*a10*a30+21471*a31*a21+29753*a32*a20+14314*a22*a10*a32+13189*a22*a30+24128*a31*a10;
18,3,22500*a10+24631*a33+6000*a22+21503*a32;
18,4,15128*a33*a10+26625*a22*a10+31189*a10**2+26378*a22*a32+11314*a32*a10+9439*a30+18846*a33*a21+7628*a31+10500*a20;
18,5,9814*a33*a10+503*a32+7564*a31+8689*a22*a33+2991*a10+24439*a21;
18,6,19253*a33+12750;
18,7,31628*a22*a10*a30+15814*a32*a10*a20+15439*a20*a30+31189*a10**2*a20+23721*a31*a21*a10;
18,8,29378*a22*a10*a33+14003*a30+20003*a32*a10+28628*a31*a20+28628*a33*a20+28125*a10*a21+28253*a32*a21+28747*a10**2+27878*a22*a31;
19,1,30503*a20*a32+14314*a21*a31+30128*a22*a30;
19,2,7500*a23+15128*a34+7852*a35;
19,3,23346*a20*a31+31253*a21*a30;
19,4,28317*a35+3686;
19,5,28253*a20*a34+27878*a21*a33+27503*a22*a32+27128*a23*a31+5753*a30;
19,4,21471*a20*a33+13189*a21*a32+4907*a22*a31+28628*a23*a30;
19,5,18846*a20*a35+26378*a21*a34+1907*a22*a33+9439*a23*a32+24503*a30+20849*a31;
19,6,8689*a21*a35+24128*a22*a34+7564*a23*a33+31939*a20+6439*a31+19006*a32;
19,7,19253*a23*a35+26689*a22+17753*a33+28509*a34;
19,8,30160*a22*a35+21503*a23*a34+13500*a21+4189*a32+224*a33;
20,1,22475*y**2+4316*y*z+27239*y*t+8990*y*u+18159*y*v+24709*y*s+29621*y*a+29803*y+15148;
20,2,13754*y*z+26317*z**2+21054*z*t+6877*z*u+19610*z*v+29160*z*s+4585*z*a+10566*z+10065;
20,3,27153*y*t+2520*z*t+28770*t**2+15516*t*u+29578*t*v+8512*t*s+17262*t*a+994*t+24542;
20,4,16804*y*u+19337*z*u+12003*t*u+30504*u**2+12891*u*v+24403*u*s+1819*u*a+12957*u+16049;
20,5,10342*y*v+8865*z*v+31759*t*v+17562*u*v+31808*v**2+11460*v*s+21173*v*a+5861*v+25751;
20,6,5985*y*s+1237*z*s+22435*t*s+7390*u*s+21265*v*s+824*s**2+10608*s*a+7272*s+26380;
20,7,2881*y*a+27452*z*a+15106*t*a+31189*u*a+12588*v*a+23929*s*a+1646*a**2+14616*a+20679;
20,8,576*y*b+22920*z*b+9199*t*b+24434*u*b+5322*v*b+16372*s*b+25948*a*b+26285*b+10366;
21,1,7907*x1*x5+7907*x1*x2*x5+7907*x2*x3*x5+7907*x3*x4*x5+24096;
21,2,7907*x2*x5+7907*x1*x3*x5+7907*x2*x4*x5+16189;
21,3,7907*x3*x5+7907*x1*x4*x5+8282;
21,4,7907*x4*x5+375;
21,5,7907*x1+7907*x2+7907*x3+7907*x4+7907;
22,1,7907*x1*x2*x6+7907*x1*x6+7907*x2*x3*x6+7907*x3*x4*x6+7907*x4*x5*x6+24096;
22,2,7907*x1*x3*x6+7907*x2*x4*x6+7907*x2*x6+7907*x3*x5*x6+16189;
22,3,7907*x1*x4*x6+7907*x2*x5*x6+7907*x3*x6+8282;
22,4,7907*x1*x5*x6+7907*x4*x6+375;
22,5,7907*x5*x6+24471;
22,6,7907*x1+7907*x2+7907*x3+7907*x4+7907*x5+7907;
23,1,7907*x1*x2*x7+7907*x1*x7+7907*x2*x3*x7+7907*x3*x4*x7+7907*x4*x5*x7+7907*x5*x6*x7+24096;
23,2,7907*x1*x3*x7+7907*x2*x4*x7+7907*x2*x7+7907*x3*x5*x7+7907*x4*x6*x7+16189;
23,3,7907*x1*x4*x7+7907*x2*x5*x7+7907*x3*x6*x7+7907*x3*x7+8282;
23,4,7907*x1*x5*x7+7907*x2*x6*x7+7907*x4*x7+375;
23,5,7907*x1*x6*x7+7907*x5*x7+24471;
23,6,7907*x6*x7+16564;
23,7,7907*x1+7907*x2+7907*x3+7907*x4+7907*x5+7907*x6+7907;
24,1,7907*x1*x2*x8+7907*x1*x8+7907*x2*x3*x8+7907*x3*x4*x8+7907*x4*x5*x8+7907*x5*x6*x8+7907*x6*x7*x8+24096;
24,2,7907*x1*x3*x8+7907*x2*x4*x8+7907*x2*x8+7907*x3*x5*x8+7907*x4*x6*x8+7907*x5*x7*x8+16189;
24,3,7907*x1*x4*x8+7907*x2*x5*x8+7907*x3*x6*x8+7907*x3*x8+7907*x4*x7*x8+8282;
24,4,7907*x1*x5*x8+7907*x2*x6*x8+7907*x3*x7*x8+7907*x4*x8+375;
24,5,7907*x1*x6*x8+7907*x2*x7*x8+7907*x5*x8+24471;
24,6,7907*x1*x7*x8+7907*x6*x8+16564;
24,7,7907*x7*x8+8657;
24,8,7907*x1+7907*x2+7907*x3+7907*x4+7907*x5+7907*x6+7907*x7+7907;
26,1,7907*z0+7907*z1+7907*z2+7907*z3+7907*z4+7907*z5+24096;
26,2,7907*z0*z1+7907*z1*z2+7907*z2*z3+7907*z3*z4+7907*z4*z5+7907*z5*z0+24096;
26,3,7907*z0*z1*z2+7907*z1*z2*z3+7907*z2*z3*z4+7907*z3*z4*z5+7907*z4*z5*z0+7907*z5*z0*z1+24096;
26,4,7907*z0*z1*z2*z3+7907*z1*z2*z3*z4+7907*z2*z3*z4*z5+7907*z3*z4*z5*z0+7907*z4*z5*z0*z1+7907*z5*z0*z1*z2+24096;
26,5,7907*z0*z1*z2*z3*z4+7907*z1*z2*z3*z4*z5+7907*z2*z3*z4*z5*z0+7907*z3*z4*z5*z0*z1+7907*z4*z5*z0*z1*z2+7907*z5*z0*z1*z2*z3+24096;
26,6,7907*z0*z1*z2*z3*z4*z5+24096;
29,1,16926*X1**2*Y1**2+7575*X1**2*Y2**2+9169*X2**2*Y1**2+27628*X2**2*Y2**2+11451*X1*X2*Y1**2+27762*X1*X2*Y2**2+17535*X1**2*Y1*Y2+1223*X2**2*Y1*Y2+27811*X1*X2*Y1*Y2+15143*X1**2*Y1+28643*X1**2*Y2+1923*X1*Y1**2+21835*X1*Y2**2+7096*X2**2*Y1+28625*X2**2*Y2+1024*X2*Y1**2+6320*X2*Y2**2+8047*X1*X2*Y2+31986*X1*X2*Y1+5296*X1*Y1*Y2+12092*X2*Y1*Y2+17522*X1*Y1+17522*X2*Y2+11807*X1*Y2+20196*X2*Y1+10285*X1**2+10285*X2**2+5240*Y1**2+5240*Y2**2;
29,2,6131*X1**2*Y1**2+22560*X1**2*Y2**2+11755*X2**2*Y1**2+585*X2**2*Y2**2+6401*X1**2*Y1*Y2+25380*X2**2*Y1*Y2+8182*X1*X2*Y1**2+21206*X1*X2*Y2**2+4403*X1*X2*Y1*Y2+4236*X1**2*Y1+13472*X1**2*Y2+24248*X1*Y1**2+29692*X1*Y2**2+15078*X2**2*Y1+1277*X2**2*Y2+26677*X2*Y1**2+28795*X2*Y2**2+19808*X1*X2*Y1+21161*X1*X2*Y2+2118*X1*Y1*Y2+26559*X2*Y1*Y2+12954*X1*Y1+12954*X2*Y2+6668*X1*Y2+25335*X2*Y1+27251*X1**2+27251*X2**2+6287*Y1**2+6287*Y2**2;
29,3,23356*X1**2*Y1**2+27719*X1**2*Y1*Y2+7319*X1**2*Y2**2+17216*X2**2*Y2**2+11920*X1*X2*Y1**2+28292*X1*X2*Y1*Y2+4961*X2**2*Y1**2+12000*X2**2*Y1*Y2+27640*X1*X2*Y2**2+7889*X1*Y1**2+5019*X1*Y2**2+4951*X1**2*Y1+12391*X1**2*Y2+27146*X2*Y1**2+11633*X2*Y2**2+31908*X2**2*Y1+5378*X2**2*Y2+24989*X1*X2*Y1+5046*X1*X2*Y2+16490*X1*Y1*Y2+2870*X2*Y1*Y2+28371*X1*Y2+3632*X2*Y1+17879*X1*Y1+17879*X2*Y2+15128*X1**2+15128*X2**2+447*Y1**2+447*Y2**2;
29,4,9671*X1**2*Y1**2+22361*X1**2*Y2**2+9579*X2**2*Y1**2+22897*X2**2*Y2**2+11616*X1**2*Y1*Y2+5963*X2**2*Y1*Y2+14273*X1*X2*Y1**2+19925*X1*X2*Y2**2+628*X1*X2*Y1*Y2+3664*X1**2*Y1+11394*X1**2*Y2+2831*X1*Y1**2+6643*X1*Y2**2+10642*X2**2*Y1+26746*X2**2*Y2+20893*X2*Y1**2+14397*X2*Y2**2+15353*X1*X2*Y1+25025*X1*X2*Y2+25507*X1*Y1*Y2+28191*X2*Y1*Y2+15695*X1*Y1+15695*X2*Y2+28835*X1*Y2+3168*X2*Y1+6350*X1**2+6350*X2**2+28283*Y1**2+28283*Y2**2;
35,1,16939*x1*x6**2+15814*x2*x6**2+24096*x3*x6**2+7907*x4*x6**2+23721*x5*x6**2+7907*x1*x6+15814*x2*x6+7907*x3*x6+15814*x4*x6+7907*x5*x6+15064*x1+15814*x2+24096*x3+15814*x4+16189*x5;
35,2,15814*x1*x6**2+9032*x2*x6**2+15814*x3*x6**2+16189*x4*x6**2+7907*x5*x6**2+15814*x1*x6+7907*x2*x6+15814*x3*x6+7907*x4*x6+23721*x5*x6+15814*x1+7157*x2+23721*x3+24096*x4+16189*x5;
35,3,24096*x1*x6**2+15814*x2*x6**2+1125*x3*x6**2+24096*x4*x6**2+7907*x5*x6**2+7907*x1*x6+15814*x2*x6+16189*x4*x6+16189*x5*x6+24096*x1+23721*x2+15064*x3+15814*x4+24096*x5;
35,4,7907*x1*x6**2+16189*x2*x6**2+24096*x3*x6**2+16939*x4*x6**2+15814*x5*x6**2+15814*x1*x6+7907*x2*x6+16189*x3*x6+15814*x4*x6+23721*x5*x6+15814*x1+24096*x2+15814*x3+30878*x4+7907*x5;
35,5,23721*x1*x6**2+7907*x2*x6**2+7907*x3*x6**2+15814*x4*x6**2+9032*x5*x6**2+7907*x1*x6+23721*x2*x6+16189*x3*x6+23721*x4*x6+23721*x5*x6+16189*x1+16189*x2+24096*x3+7907*x4+15064*x5;
35,6,7907*x1+7907*x2+7907*x3+7907*x4+7907*x5+24096;
36,1,7907*a+7907*b+7520;
36,2,7907*c+7907*d+1214;
36,3,7907*t*a+7907*u*b+24096*v*c+24096*w*d+4457;
36,4,7907*v*a+7907*w*b+7907*t*c+7907*u*d+25632;
36,5,7907*a*t**2+24096*a*v**2+16189*c*t*v+7907*b*u**2+24096*b*w**2+16189*d*u*w+23777;
36,6,7907*c*t**2+24096*c*v**2+15814*a*t*v+7907*d*u**2+24096*d*w**2+15814*b*u*w+11375;
36,7,7907*a*t**3+8282*a*t*v**2+7907*c*v**3+8282*c*v*t**2+7907*b*u**3+8282*b*u*w**2+7907*d*w**3+8282*d*w*u**2+28258;
36,8,7907*c*t**3+8282*c*t*v**2+24096*a*v**3+23721*a*v*t**2+7907*d*u**3+8282*d*u*w**2+24096*b*w**3+23721*b*w*u**2+13865;
37,1,7907*x1+1737+8770*x4*x3*x9;
37,2,7907*x2+5614+29264*x1*x10*x6;
37,3,7907*x3+16401+22467*x1*x2*x10;
37,4,7907*x4+25942+4162*x7*x1*x6;
37,5,7907*x5+6375+24512*x7*x6*x3;
37,6,7907*x6+13474+2790*x8*x5*x10;
37,7,7907*x7+18670+12216*x2*x5*x8;
37,8,7907*x8+25445+21206*x1*x7*x6;
37,9,7907*x9+6984+27894*x10*x6*x8;
37,10,7907*x10+21531+9356*x4*x8*x1;
38,1,7907*x1**2+7907*x2**2+24096;
38,2,7907*x3**2+7907*x4**2+24096;
38,3,7907*x5**2+7907*x6**2+24096;
38,4,7907*x7**2+7907*x8**2+24096;
38,5,6873*x1*x3+8985*x1*x4+23399*x2*x3+26670*x2*x4+16228*x5*x8+31550*x6*x7+10046*x1+12959*x2+29879*x3+12806*x4+24157*x5+28476*x6+16228*x8+17204;
