system_id,poly_index,polynomial
20,4,-0.207217047148772*y*u-0.172680872623977*z*u-0.148012176534837*t*u-0.129510654467983*u**2-0.115120581749318*u*v-0.103608523574386*u*s-0.0941895668858055*u*a+3.88531963403948*u-4.14434094297544;
20,5,-0.213678947124996*y*v-0.183153383249996*z*v-0.160259210343747*t*v-0.142452631416664*u*v-0.128207368274997*v**2-0.116552152977270*v*s-0.106839473562498*v*a+3.84622104824992*v-4.10263578479991;
20,6,-0.218035916725452*y*s-0.190781427134770*z*s-0.169583490786463*t*s-0.152625141707816*u*s-0.138750128825288*v*s-0.127187618089847*s**2-0.117403955159859*s*a+3.81562854269541*s-4.07000377887510;
20,7,-0.221139931193274*y*a-0.196568827727354*z*a-0.176911944954619*t*a-0.160829040867835*u*a-0.147426620795516*v*a-0.136086111503553*s*a-0.126365674967585*a**2+3.79097024902755*a-4.04370159896272;
20,8,-0.223445119966269*y*b-0.201100607969642*z*b-0.182818734517856*t*b-0.167583839974702*u*b-0.154692775361263*v*b-0.143643291406887*s*b-0.134067071979761*a*b+3.77063639943078*b-4.02201215939284;
21,1,x1*x5+x1*x2*x5+x2*x3*x5+x3*x4*x5-1;
21,2,x2*x5+x1*x3*x5+x2*x4*x5-2;
21,3,x3*x5+x1*x4*x5-3;
21,4,x4*x5-4;
21,5,x1+x2+x3+x4+1;
22,1,x1*x2*x6+x1*x6+x2*x3*x6+x3*x4*x6+x4*x5*x6-1;
22,2,x1*x3*x6+x2*x4*x6+x2*x6+x3*x5*x6-2;
22,3,x1*x4*x6+x2*x5*x6+x3*x6-3;
22,4,x1*x5*x6+x4*x6-4;
22,5,x5*x6-5;
22,6,x1+x2+x3+x4+x5+1;
23,1,x1*x2*x7+x1*x7+x2*x3*x7+x3*x4*x7+x4*x5*x7+x5*x6*x7-1;
23,2,x1*x3*x7+x2*x4*x7+x2*x7+x3*x5*x7+x4*x6*x7-2;
23,3,x1*x4*x7+x2*x5*x7+x3*x6*x7+x3*x7-3;
23,4,x1*x5*x7+x2*x6*x7+x4*x7-4;
23,5,x1*x6*x7+x5*x7-5;
23,6,x6*x7-6;
23,7,x1+x2+x3+x4+x5+x6+1;
24,1,x1*x2*x8+x1*x8+x2*x3*x8+x3*x4*x8+x4*x5*x8+x5*x6*x8+x6*x7*x8-1;
24,2,x1*x3*x8+x2*x4*x8+x2*x8+x3*x5*x8+x4*x6*x8+x5*x7*x8-2;
24,3,x1*x4*x8+x2*x5*x8+x3*x6*x8+x3*x8+x4*x7*x8-3;
24,4,x1*x5*x8+x2*x6*x8+x3*x7*x8+x4*x8-4;
24,5,x1*x6*x8+x2*x7*x8+x5*x8-5;
24,6,x1*x7*x8+x6*x8-6;
24,7,x7*x8-7;
24,8,x1+x2+x3+x4+x5+x6+x7+1;
26,1,z0+z1+z2+z3+z4+z5-1;
26,2,z0*z1+z1*z2+z2*z3+z3*z4+z4*z5+z5*z0-1;
26,3,z0*z1*z2+z1*z2*z3+z2*z3*z4+z3*z4*z5+z4*z5*z0+z5*z0*z1-1;
26,4,z0*z1*z2*z3+z1*z2*z3*z4+z2*z3*z4*z5+z3*z4*z5*z0+z4*z5*z0*z1+z5*z0*z1*z2-1;
26,5,z0*z1*z2*z3*z4+z1*z2*z3*z4*z5+z2*z3*z4*z5*z0+z3*z4*z5*z0*z1+z4*z5*z0*z1*z2+z5*z0*z1*z2*z3-1;
26,6,z0*z1*z2*z3*z4*z5-1;
29,1,0.01692601*X1**2*Y1**2-0.888509280014*X1**2*Y2**2+0.0411717692438*X2**2*Y1**2-0.00437457395884*X2**2*Y2**2+0.331480641249*X1*X2*Y1**2-1.38036964668*X1*X2*Y2**2-0.270492270191*X1**2*Y1*Y2+1.44135801774*X2**2*Y1*Y2+0.859888946812*X1*X2*Y1*Y2+0.0791489659197*X1**2*Y1-0.00336032777032*X1**2*Y2-0.0620826738427*X1*Y1**2+0.501879647495*X1*Y2**2+0.647156236961*X2**2*Y1+0.0926311741907*X2**2*Y2-0.255000006226*X2*Y1**2-0.0896892386081*X2*Y2**2-0.568007271041*X1*X2*Y2+0.095991501961*X1*X2*Y1+0.165310767618*X1*Y1*Y2-0.563962321337*X2*Y1*Y2-0.0784871167595*X1*Y1-0.0784871167595*X2*Y2+0.011807283256*X1*Y2-0.011807283256*X2*Y1+0.0422876985355*X1**2+0.0422876985355*X2**2+0.0372427422943*Y1**2+0.0372427422943*Y2**2;
29,2,0.518178672335*X1**2*Y1**2-0.0414464807343*X1**2*Y2**2+2.63600135179*X2**2*Y1**2-0.799490472298*X2**2*Y2**2+0.29442805494*X1**2*Y1*Y2+1.46551534655*X2**2*Y1*Y2-0.631878110759*X1*X2*Y1**2-1.80296540237*X1*X2*Y2**2-2.87586667102*X1*X2*Y1*Y2-0.987856648177*X1**2*Y1-0.530579106676*X1**2*Y2-0.0397576281649*X1*Y1**2+0.317719102869*X1*Y2**2-1.93710490787*X2**2*Y1+0.00127693327315*X2**2*Y2-0.581380074072*X2*Y1**2-0.0672137066743*X2*Y2**2+0.531856039949*X1*X2*Y1+0.949248259696*X1*X2*Y2+0.514166367398*X1*Y1*Y2-0.357476731033*X2*Y1*Y2+0.140965913657*X1*Y1+0.140965913657*X2*Y2-0.153347218606*X1*Y2+0.153347218606*X2*Y1+0.283274882058*X1**2+0.283274882058*X2**2+0.0382903330079*Y1**2+0.0382903330079*Y2**2;
29,3,0.0233560008057*X1**2*Y1**2-0.00428427501149*X1**2*Y1*Y2-0.792756311827*X1**2*Y2**2+0.0492185850289*X2**2*Y2**2+0.0759264856293*X1*X2*Y1**2+1.14839711492*X1*X2*Y1*Y2-0.283066217262*X2**2*Y1**2+0.460041521291*X2**2*Y1*Y2-0.388399310674*X1*X2*Y2**2-0.0561169736293*X1*Y1**2+0.485064247792*X1*Y2**2+0.0689567235492*X1**2*Y1-0.115620658768*X1**2*Y2-0.13286905328*X2*Y1**2-0.084375901147*X2*Y2**2+0.639964831612*X2**2*Y1+0.101386684276*X2**2*Y2+0.217007343044*X1*X2*Y1-0.571008108063*X1*X2*Y2+0.0484931521334*X1*Y1*Y2-0.541181221422*X2*Y1*Y2-0.00363197918253*X1*Y2+0.00363197918253*X2*Y1-0.0781302968652*X1*Y1-0.0781302968652*X2*Y2+0.0471311092612*X1**2+0.0471311092612*X2**2+0.0324495575052*Y1**2+0.0324495575052*Y2**2;
29,4,0.393707415641*X1**2*Y1**2+0.59841456862*X1**2*Y2**2+0.0735854940135*X2**2*Y1**2+0.0548997238169*X2**2*Y2**2+0.0116156836985*X1**2*Y1*Y2+0.0699694273575*X2**2*Y1*Y2-0.305757340849*X1*X2*Y1**2-0.364111084508*X1*X2*Y2**2-0.223392923175*X1*X2*Y1*Y2+0.0996725944534*X1**2*Y1+0.0113936468426*X1**2*Y2-0.381205205249*X1*Y1**2-0.473402150235*X1*Y2**2-0.0213613191759*X2**2*Y1-0.0372595571271*X2**2*Y2+0.148904552394*X2*Y1**2+0.142408744984*X2*Y2**2-0.0486532039697*X1*X2*Y1+0.121033913629*X1*X2*Y2-0.00649580741066*X1*Y1*Y2+0.092196944986*X2*Y1*Y2-0.0483106652705*X1*Y1-0.0483106652705*X2*Y2-0.00316794272326*X1*Y2+0.00316794272326*X2*Y1+0.00634952598374*X1**2+0.00634952598374*X2**2+0.0922886309144*Y1**2+0.0922886309144*Y2**2;
35,1,-10*x1*x6**2+2*x2*x6**2-x3*x6**2+x4*x6**2+3*x5*x6**2+x1*x6+2*x2*x6+x3*x6+2*x4*x6+x5*x6+10*x1+2*x2-x3+2*x4-2*x5;
35,2,2*x1*x6**2-11*x2*x6**2+2*x3*x6**2-2*x4*x6**2+x5*x6**2+2*x1*x6+x2*x6+2*x3*x6+x4*x6+3*x5*x6+2*x1+9*x2+3*x3-x4-2*x5;
35,3,-x1*x6**2+2*x2*x6**2-12*x3*x6**2-x4*x6**2+x5*x6**2+x1*x6+2*x2*x6-2*x4*x6-2*x5*x6-x1+3*x2+10*x3+2*x4-x5;
35,4,x1*x6**2-2*x2*x6**2-x3*x6**2-10*x4*x6**2+2*x5*x6**2+2*x1*x6+x2*x6-2*x3*x6+2*x4*x6+3*x5*x6+2*x1-x2+2*x3+12*x4+x5;
35,5,3*x1*x6**2+x2*x6**2+x3*x6**2+2*x4*x6**2-11*x5*x6**2+x1*x6+3*x2*x6-2*x3*x6+3*x4*x6+3*x5*x6-2*x1-2*x2-x3+x4+10*x5;
35,6,x1+x2+x3+x4+x5-1;
36,1,a+b-0.63254;
36,2,c+d+1.34534;
36,3,t*a+u*b-v*c-w*d+0.8365348;
36,4,v*a+w*b+t*c+u*d-1.7345334;
36,5,a*t**2-a*v**2-2*c*t*v+b*u**2-b*w**2-2*d*u*w-1.352352;
36,6,c*t**2-c*v**2+2*a*t*v+d*u**2-d*w**2+2*b*u*w+0.843453;
36,7,a*t**3-3*a*t*v**2+c*v**3-3*c*v*t**2+b*u**3-3*b*u*w**2+d*w**3-3*d*w*u**2+0.9563453;
36,8,c*t**3-3*c*t*v**2-a*v**3+3*a*v*t**2+d*u**3-3*d*u*w**2-b*w**3+3*b*w*u**2-1.2342523;
37,1,x1-0.25428722-0.18324757*x4*x3*x9;
37,2,x2-0.37842197-0.16275449*x1*x10*x6;
37,3,x3-0.27162577-0.16955071*x1*x2*x10;
37,4,x4-0.19807914-0.15585316*x7*x1*x6;
37,5,x5-0.44166728-0.19950920*x7*x6*x3;
37,6,x6-0.14654113-0.18922793*x8*x5*x10;
37,7,x7-0.42937161-0.21180484*x2*x5*x8;
37,8,x8-0.07056438-0.17081208*x1*x7*x6;
37,9,x9-0.34504906-0.19612740*x10*x6*x8;
37,10,x10-0.42651102-0.21466544*x4*x8*x1;
38,1,x1**2+x2**2-1;
38,2,x3**2+x4**2-1;
38,3,x5**2+x6**2-1;
38,4,x7**2+x8**2-1;
38,5,-0.249150680000000*x1*x3+1.60913540000000*x1*x4+0.279423430000000*x2*x3+1.43480160000000*x2*x4+0.400263840000000*x5*x8-0.800527680000000*x6*x7+0.0740523880000000*x1-0.0830500310000000*x2-0.386159610000000*x3-0.755266030000000*x4+0.504201680000000*x5-1.09162870000000*x6+0.400263840000000*x8+0.0492072900000000;
38,6,0.125016350000000*x1*x3-0.686607360000000*x1*x4-0.119228120000000*x2*x3-0.719940470000000*x2*x4-0.432419270000000*x5*x7-0.864838550000000*x6*x8-0.0371572700000000*x1+0.0354368960000000*x2+0.0853834820000000*x3-0.0392519670000000*x5-0.432419270000000*x7+0.0138730100000000;
38,7,-0.635550070000000*x1*x3-0.115719920000000*x1*x4-0.666404480000000*x2*x3+0.110362110000000*x2*x4+0.290702030000000*x5*x7+1.25877670000000*x5*x8-0.629388360000000*x6*x7+0.581404060000000*x6*x8+0.195946620000000*x1-1.22803420000000*x2-0.0790342210000000*x4+0.0263878770000000*x5-0.0571314300000000*x6-1.16280810000000*x7+1.25877670000000*x8+2.16257500000000;
38,8,1.48947730000000*x1*x3+0.230623410000000*x1*x4+1.32810730000000*x2*x3-0.258645030000000*x2*x4+1.16517200000000*x5*x7-0.269084940000000*x5*x8+0.538169870000000*x6*x7+0.582585980000000*x6*x8-0.208169850000000*x1+2.68683200000000*x2-0.699103170000000*x3+0.357444130000000*x4+1.24991170000000*x5+1.46773600000000*x6+1.16517200000000*x7+1.10763397000000*x8-0.696868090000000;
40,1,2*t**2+2*u**2+v**2-v+2*x**2+2*y**2+2*z**2;
40,2,2*t*u+2*t*z+2*u*v-u+x*y+y*z;
40,3,2*t*v+2*t*y-t+u**2+2*u*z+2*x*z;
40,4,2*t*u+2*t*x+2*u*y+2*v*z-z;
