system_id,poly_index,polynomial
3,8,x0**2*x1**4*x2**12 + 19919 mod 32003*x1**5*x2**11 + 15305 mod 32003*x0**8*x1*x2**5
3,9,x0**3*x1**3*x2 + 7424 mod 32003*x1**2*x2
3,10,x0*x1**11*x2**8 + 18281 mod 32003*x1**7*x2**5
4,1,x0**2*x1*x2 + 12614 mod 32003*x0**2
4,2,x0**4*x2**7 + 28252 mod 32003*x0**5*x1**2*x2
4,3,x0**8*x1**11 + 25644 mod 32003*x0**5*x1**5*x2**2 + 13430 mod 32003*x0*x1**9 + 30478 mod 32003*x1**4
4,4,x0**8*x1**7*x2**10 + 9488 mod 32003*x0**15*x1**2*x2**7 + 3429 mod 32003*x2
4,5,x0**7*x1**10*x2**8 + 30554 mod 32003*x1**7*x2**4
4,6,x0**15*x1**6*x2 + 11145 mod 32003*x0*x1**10*x2**4
4,7,x0**5*x1**7*x2**3 + 23577 mod 32003*x0**3*x1**2*x2**5 + 7820 mod 32003*x0**2*x1 + 13217 mod 32003*x0*x1
4,8,x0**5*x1**16 + 6658 mod 32003*x0*x2**8
4,9,x0**13*x1**9*x2**2 + 3165 mod 32003*x0**2*x1**2*x2**2 + 21301 mod 32003*x0**4
4,10,x0**14*x1**2*x2**2 + 2862 mod 32003*x1*x2**5 + 23308 mod 32003*x0**2
6,1,x1**7*x2**4 + 9000 mod 32003*x1**3*x2
6,2,x0**4*x2 + 26392 mod 32003*x0**3*x2**2
6,3,x0**6*x1**7*x2**5 + 19829 mod 32003*x0**3*x2**13 + 9804 mod 32003*x1**9*x2**3
6,4,x0**4*x1*x2**9 + 12071 mod 32003*x0**5*x1**6 + 9977 mod 32003*x0**5*x2**6
6,5,x0**13*x2**7 + 13198 mod 32003*x0**11*x1*x2**7
6,6,x1**5*x2**4 + 17321 mod 32003*x2**2
6,7,x0**4*x1**6*x2**5 + 10795 mod 32003*x0**3
6,8,x0**9*x1**5*x2**7 + 31345 mod 32003*x0**11*x1**3*x2**3 + 13525 mod 32003*x2
6,9,x1**7*x2**7 + 20900 mod 32003*x0**3*x1**4*x2**6
6,10,x0**2*x1**12*x2**11 + 1995 mod 32003*x0**2*x1**2*x2 + 7101 mod 32003*x0**3
7,1,x0**6*x1**4*x2**2 + 25122 mod 32003*x0*x1**6*x2**5
7,2,x0**6*x1**11*x2**4 + 29881 mod 32003*x1**2*x2**5
7,3,x0**7*x1**2 + 25717 mod 32003*x0*x1**3*x2**4
7,4,x0**9*x1**4*x2**6 + 15227 mod 32003*x0**2*x1**4*x2**9
7,5,x0**9*x1**10 + 31593 mod 32003*x1**10*x2**3
7,6,x0**6*x1**8*x2**3 + 7562 mod 32003*x1**7*x2**9 + 30766 mod 32003*x0**3
7,7,x0**2*x1**16*x2**5 + 11268 mod 32003*x0**2*x2**2
7,8,x0*x1**9*x2**10 + 4784 mod 32003*x0**7*x1**3*x2**7 + 9762 mod 32003*x0**3*x1**10
7,9,x0*x1**16*x2**7 + 2426 mod 32003*x0**2*x2**13
7,10,x0**20*x1**4 + 9482 mod 32003*x0**7*x1**4*x2**13 + 19863 mod 32003*x1**2*x2
8,1,x1**6*x2**5 + 31388 mod 32003*x0**2*x1*x2**6
8,2,x1**8*x2**3 + 27067 mod 32003*x0**4*x1**4*x2 + 16787 mod 32003*x0*x1*x2
8,3,x0**16*x2**2 + 12972 mod 32003*x0**3*x1**4*x2**4
8,4,x0*x1**15*x2**7 + 7769 mod 32003*x1**3*x2**15
8,5,x0**11*x1**8*x2**4 + 15243 mod 32003*x0*x1**7*x2**9
8,6,x0**8*x1**11*x2 + 7310 mod 32003*x0
8,7,x0**3*x1**7*x2**15 + 22955 mod 32003*x1*x2**2
8,8,x0**8*x1**4*x2 + 14867 mod 32003*x0*x1**5*x2**4
8,9,x0**3*x1**20 + 744 mod 32003*x0*x1*x2
8,10,x0**10*x1**2*x2**11 + 16551 mod 32003*x0**6*x1**6*x2**7
9,1,x0**3*x1**2*x2**9 + 21486 mod 32003*x0**2*x1**7*x2
9,2,x1**10*x2**6 + 11529 mod 32003*x1*x2**11 + 7140 mod 32003*x2**3
9,3,x0**13*x1**8*x2**4 + 28880 mod 32003*x0**5*x1**3*x2
9,4,x0*x1**10*x2**10 + 19744 mod 32003*x2**7
9,5,x1**2*x2**9 + 3841 mod 32003*x1**3
9,6,x1**4*x2**19 + 5281 mod 32003*x2**4
9,7,x0**7*x1**3*x2**3 + 21875 mod 32003*x0**5*x1**7
9,8,x0**3*x1**4*x2**2 + 21618 mod 32003*x1**3*x2**6
9,9,x0**10*x1*x2**5 + 24365 mod 32003*x0**6*x1**3*x2**2
9,10,x0**7*x1*x2**8 + 4446 mod 32003*x0**5*x1**3*x2**2
11,1,x0**8*x1**7*x2**8 + 17745 mod 32003*x1**5*x2**13
11,2,x0**9*x1**4*x2 + 17306 mod 32003*x0**7*x1**5*x2
11,3,x0**4*x1 + 12658 mod 32003*x1**2*x2
11,4,x0**3*x1**5*x2**6 + 6213 mod 32003*x1**2*x2
11,5,x0**4*x1**4*x2**13 + 6786 mod 32003*x0**2*x1**13*x2**3 + 27551 mod 32003*x0**6*x1**6*x2**3
11,6,x0**3*x1**11*x2**7 + 12461 mod 32003*x1
11,7,x0**2*x1**10*x2**9 + 26617 mod 32003*x0*x1**6*x2**9
11,8,x0**19*x2**6 + 10433 mod 32003*x0**14*x1**5*x2
11,9,x0**6*x2**3 + 19771 mod 32003*x1**2*x2
11,10,x1**17*x2**8 + 15466 mod 32003*x0*x1**2*x2**4
12,1,x0**9*x1**6*x2**2 + 31295 mod 32003*x0**6*x1**2*x2
12,2,x0**5*x1**5*x2 + 15895 mod 32003*x0**3*x1**4*x2**2
12,3,x1*x2**19 + 3737 mod 32003*x0**2*x1**7*x2**2
12,4,x0**20*x2**5 + 25071 mod 32003*x0**3*x1*x2**16 + 11149 mod 32003*x0**7*x1**4*x2**2 + 23619 mod 32003*x0**4*x1**7
12,5,x0**10*x1**14 + 9411 mod 32003*x0**10*x1*x2**4
12,6,x0**3*x1**3*x2**2 + 7206 mod 32003*x0**2*x1**4*x2
12,7,x0**3*x1**5*x2**6 + 14979 mod 32003*x0**10*x1**2*x2 + 3529 mod 32003*x0*x1*x2
12,8,x1**8*x2**8 + 18794 mod 32003*x1
12,9,x0**4*x1**15*x2**5 + 15709 mod 32003*x0**3*x1**8*x2**9
12,10,x0**3*x1**6*x2**6 + 21420 mod 32003*x0**2*x1
13,1,x0**3*x1**11*x2**6 + 27748 mod 32003*x0**6*x1**6*x2**2
13,2,x0**4*x1**12*x2**3 + 2064 mod 32003*x0**7*x1**4*x2 + 24822 mod 32003*x0**6*x1**3*x2**2
13,3,x0**5*x1*x2**9 + 30601 mod 32003*x0*x1**9*x2**2
13,4,x0**5*x1**14*x2 + 16550 mod 32003*x0**5*x1*x2
13,5,x0**8*x1**7*x2 + 16675 mod 32003*x2**5
13,6,x1**9*x2 + 5137 mod 32003*x0**4*x1**2*x2
13,7,x0*x1*x2**23 + 17128 mod 32003*x0**8*x1**4*x2**3 + 18827 mod 32003*x0*x1*x2
13,8,x0**23*x2**2 + 25510 mod 32003*x0**3*x1**2*x2**3
13,9,x0**4*x1**2*x2**9 + 2904 mod 32003*x0**5*x2**6 + 20093 mod 32003*x1**5*x2**3
13,10,x0**7*x1 + 5191 mod 32003*x2
14,1,x0**8*x1**5*x2**2 + 9994 mod 32003*x0**4*x1**6*x2**2
14,2,x0**8*x1**11*x2 + 22693 mod 32003*x0**2*x1**6*x2**8 + 6394 mod 32003*x0**2*x1**3*x2**8 + 8911 mod 32003*x0**5*x1**5*x2
14,3,x0**10*x1**7*x2**5 + 24937 mod 32003*x0*x2**6
14,4,x0*x1**15 + 13731 mod 32003*x0**2*x1
14,5,x2**23 + 27917 mod 32003*x0**9*x2**13 + 15483 mod 32003*x1
14,6,x0**14*x1**4*x2**4 + 11913 mod 32003*x0**8*x1**4*x2**4
14,7,x0**4*x1**7*x2**4 + 27104 mod 32003*x0**9*x2
14,8,x0**3*x1**2*x2**11 + 25854 mod 32003*x0**2*x2
14,9,x0**4*x1**16*x2**3 + 13359 mod 32003*x1**5*x2**14 + 11149 mod 32003*x0*x1**5*x2**7
14,10,x0**3*x1**12*x2 + 14405 mod 32003*x0**4*x1**4*x2**5 + 19271 mod 32003*x0**4*x2**9
16,1,x0**3*x1**4 + 1482 mod 32003*x1**4
16,2,x0**4*x1**4*x2**9 + 3746 mod 32003*x1*x2**10
16,3,x0**16*x1*x2**6 + 26983 mod 32003*x0**13*x1*x2**5
16,4,x0**8*x1**4*x2**2 + 4031 mod 32003*x0**11*x1**2
16,5,x0**4*x1**10*x2**2 + 19472 mod 32003*x0**4*x1**3*x2**6
16,6,x1**5*x2**9 + 14284 mod 32003*x0**11 + 3752 mod 32003*x0
16,7,x0**3*x1**14*x2 + 15696 mod 32003*x1**2
16,8,x1**9*x2 + 19858 mod 32003*x0*x1
16,9,x0**4*x1**2*x2**4 + 11495 mod 32003*x0**6*x1*x2**2 + 27415 mod 32003*x1**3*x2**2
16,10,x0**5*x1*x2**6 + 11038 mod 32003*x1**3*x2**3
17,1,x1**16*x2**2 + 27750 mod 32003*x0**4*x2
17,2,x0**2 + 13546 mod 32003*x1*x2
17,3,x1**9*x2**8 + 17276 mod 32003*x0**4*x1**8*x2**2
17,4,x1**3*x2**8 + 5899 mod 32003*x1**2
17,5,x0**4*x1**12*x2 + 4975 mod 32003*x0**3*x1**5*x2**2
17,6,x0*x1**5*x2**12 + 16240 mod 32003*x1**2*x2**3
17,7,x0**11*x1**6*x2**5 + 31410 mod 32003*x1**16
17,8,x1*x2**15 + 14071 mod 32003*x0**2*x1**4*x2**5
17,9,x1**12*x2**8 + 24682 mod 32003*x0**2*x1*x2**14
17,10,x0**2*x1**11*x2**12 + 2682 mod 32003*x0**2
18,1,x0**11*x1**9*x2**5 + 21003 mod 32003*x0**12*x1**4*x2**5 + 6472 mod 32003*x1**11*x2**3 + 21723 mod 32003*x0**4*x1**3
18,2,x0**5*x1**14*x2**4 + 9611 mod 32003*x1**2
18,3,x0**9*x2**11 + 8501 mod 32003*x0**11 + 16632 mod 32003*x1**11
18,4,x0**6*x1**3*x2**15 + 6283 mod 32003*x0**9*x1**4
18,5,x0**14*x1**2*x2**4 + 14985 mod 32003*x1**3*x2**8
18,6,x1*x2**6 + 27354 mod 32003*x1*x2**2 + 9540 mod 32003*x1**2
18,7,x0**3*x1**9*x2**6 + 20220 mod 32003*x0**5*x1**7*x2**4 + 11397 mod 32003*x0**5*x1**8*x2
18,8,x0**11*x1**7*x2**6 + 15389 mod 32003*x0**10*x2**2
18,9,x0**9*x2**15 + 3318 mod 32003*x0**8*x1**3*x2**5
18,10,x0**5*x1**3*x2**5 + 31934 mod 32003*x2**12
19,1,x0**8*x1**11*x2**5 + 20960 mod 32003*x0**11*x1*x2**8 + 17674 mod 32003*x0*x1**7*x2**2
19,2,x1**7*x2**17 + 18284 mod 32003*x1*x2**5
19,3,x1**13*x2**7 + 7721 mod 32003*x0**3*x1**3*x2**2 + 24171 mod 32003*x0**4*x2**4
19,4,x0**2*x1**11*x2 + 360 mod 32003*x1**3*x2**4
19,5,x0*x1**13*x2**7 + 8982 mod 32003*x0*x1**3*x2
19,6,x1**8*x2**5 + 2216 mod 32003*x0**2*x2**2 + 6593 mod 32003*x0**2*x2
19,7,x0*x1**3*x2**21 + 6833 mod 32003*x0**2*x1*x2**20 + 29940 mod 32003*x0**5*x1**5*x2**2
19,8,x0**3*x1**8*x2**3 + 6195 mod 32003*x0**4*x1*x2**8
19,9,x0**4*x1**4*x2**4 + 8819 mod 32003*x0**3*x2**3
19,10,x0**7*x1**12*x2**6 + 25395 mod 32003*x0**6*x1*x2**4
21,1,x0**7*x1**10*x2**3 + 3823 mod 32003*x0**11*x1**2*x2**6 + 20767 mod 32003*x0**5*x1**6*x2**2
21,2,x1*x2**17 + 30370 mod 32003*x1**5*x2
21,3,x0**6*x1**6*x2**11 + 25350 mod 32003*x0**12*x1*x2
21,4,x0**5*x1**4*x2**12 + 21723 mod 32003*x0**9*x1*x2**8 + 30074 mod 32003*x0*x1*x2**2
21,5,x1**4*x2 + 7921 mod 32003*x0**2*x1*x2**2
21,6,x0**7*x2**6 + 18148 mod 32003*x1*x2**7
21,7,x0**11*x1**7*x2**4 + 7739 mod 32003*x0**13*x1**2*x2
21,8,x0**5*x1**6*x2**6 + 10477 mod 32003*x2**3
21,9,x1**7*x2**12 + 11607 mod 32003*x0**3*x1**9*x2**2
21,10,x0**4*x1**13*x2**3 + 5038 mod 32003*x2
22,1,x0**4*x1**7*x2**10 + 10382 mod 32003*x0*x1**8
22,2,x0**2*x1**4*x2**17 + 3902 mod 32003*x0*x1**2
22,3,x0**10*x1*x2**2 + 7808 mod 32003*x1*x2**2
22,4,x0**20*x1**2*x2**2 + 251 mod 32003*x0**3*x2**3
22,5,x0**6*x1**7*x2 + 10904 mod 32003*x0**8*x1**4
22,6,x0**6*x1**2*x2**9 + 8550 mod 32003*x0**3*x2**6
22,7,x0**7*x1**3*x2**10 + 25717 mod 32003*x0**8*x1**6*x2**3
22,8,x0**3*x2**2 + 20448 mod 32003*x1**3
22,9,x1**7*x2**17 + 16239 mod 32003*x0**4*x1**3*x2
22,10,x0**15*x1*x2**9 + 11473 mod 32003*x0**3*x1**2 + 310 mod 32003*x0
23,1,x0**5*x1**12*x2 + 20514 mod 32003*x0**2*x1*x2
23,2,x0**3*x1**9*x2**2 + 19337 mod 32003*x0**2*x1*x2**7 + 23361 mod 32003*x2**2
23,3,x0**2*x1**5 + 30123 mod 32003*x1**2*x2**4
23,4,x0*x1*x2**14 + 26693 mod 32003*x1**4*x2**9
23,5,x0**14*x1*x2**2 + 4168 mod 32003*x0**5*x1**7*x2**3 + 20763 mod 32003*x0**5*x1**2*x2
23,6,x0**10*x1**3*x2**11 + 22475 mod 32003*x0**3*x1**3*x2**6 + 3885 mod 32003*x0**2*x2
23,7,x0**3*x1**4*x2**10 + 1022 mod 32003*x1*x2**4 + 28253 mod 32003*x0**2
23,8,x0**7*x1**16 + 12131 mod 32003*x0**7*x2**7
23,9,x0**10*x1**10 + 22950 mod 32003*x2**5
23,10,x0**8*x1**12*x2**4 + 1984 mod 32003*x0**6*x1**4*x2**10
24,1,x0**8*x2**6 + 6134 mod 32003*x0**2*x2**2
24,2,x0**11*x1**2*x2**3 + 26415 mod 32003*x0**2*x1**7*x2**4 + 24747 mod 32003*x1
24,3,x0**8*x1**11 + 5860 mod 32003*x0**8*x1**2
24,4,x0**2*x1**6*x2**2 + 23864 mod 32003*x0**2*x1*x2**5
24,5,x0**22*x1 + 25686 mod 32003*x0*x1*x2**2
24,6,x0**2*x1**4*x2 + 10372 mod 32003*x1**5*x2
24,7,x0**5*x1*x2**16 + 14345 mod 32003*x0**8*x1**6*x2**7
24,8,x1*x2**18 + 13412 mod 32003*x0**15*x1**2
24,9,x0**11*x1*x2**8 + 1835 mod 32003*x0*x1**10*x2
24,10,x0**3*x2**2 + 17180 mod 32003*x0**2*x2
26,1,x0**10*x1*x2**13 + 2768 mod 32003*x0**8*x1*x2**9 + 24371 mod 32003*x0**8*x1**5
26,2,x1**8*x2**4 + 31133 mod 32003*x1**2*x2**10
26,3,x0**4*x1*x2**6 + 2230 mod 32003*x0**3*x2
26,4,x0**9*x2 + 24613 mod 32003*x0**5*x1**2 + 16147 mod 32003*x1*x2**5
26,5,x0**5*x1*x2**17 + 14642 mod 32003*x0**4*x1**14
26,6,x0**7*x1**5*x2**8 + 21318 mod 32003*x0**7*x2
26,7,x0**15*x1*x2**6 + 24651 mod 32003*x0**3*x1**14*x2**2 + 9784 mod 32003*x0*x1**11*x2**2
26,8,x0**6*x1**3*x2**3 + 30059 mod 32003*x0**6
26,9,x0**7*x1**7*x2**5 + 17733 mod 32003*x0**2*x1**2
26,10,x0**7*x1**4*x2**4 + 1130 mod 32003*x0**2*x1**3*x2**5
27,1,x0**10*x1**2*x2**4 + 28862 mod 32003*x0**5
27,2,x0**12*x1**3*x2**5 + 3198 mod 32003*x1**4*x2**6
27,3,x1**16*x2**8 + 26654 mod 32003*x0**14*x1**6*x2**3
27,4,x0**8*x1*x2**9 + 20927 mod 32003*x0*x1**2*x2
27,5,x1**3*x2**13 + 25107 mod 32003*x0**2
27,6,x0**8*x1**4*x2**10 + 23131 mod 32003*x0**6*x1**9 + 518 mod 32003*x0**8*x1*x2**3
27,7,x0*x2**6 + 28050 mod 32003*x1
27,8,x1**13*x2**5 + 24129 mod 32003*x0**4*x1**2*x2**4
27,9,x0**5*x1*x2**8 + 6861 mod 32003*x0*x1**2*x2**3
27,10,x0**7*x1**8*x2**4 + 11552 mod 32003*x1**4*x2**3
28,1,x0**7*x1**10*x2**2 + 24461 mod 32003*x1**3
28,2,x0*x1**11*x2**9 + 23241 mod 32003*x0**2*x1**6*x2**8
28,3,x0**4*x1**3*x2**8 + 29659 mod 32003*x0**5*x1**6*x2**2
28,4,x0**8*x1**7*x2**7 + 6231 mod 32003*x0**3*x1**5*x2**4
28,5,x0**4*x2**19 + 18455 mod 32003*x0**6*x1**7
28,6,x0**4*x1*x2**4 + 3224 mod 32003*x0*x1**4
28,7,x0**12*x1**6*x2 + 2760 mod 32003*x2**2
28,8,x0**4*x1**10*x2 + 13760 mod 32003*x0**6*x2
28,9,x0*x1*x2**19 + 138 mod 32003*x0**2*x1*x2
28,10,x0**3*x1**5*x2**14 + 14525 mod 32003*x0
29,1,x0**3*x1 + 30049 mod 32003*x1
29,2,x0**9*x1**2 + 13139 mod 32003*x0**3*x2**8
29,3,x0**2*x1**5*x2**5 + 7638 mod 32003*x0*x1**3*x2**2
29,4,x0**4*x1**20*x2 + 18765 mod 32003*x0
29,5,x0*x1**7*x2**10 + 17802 mod 32003*x0**6*x1*x2**7
29,6,x0**2*x1**5*x2**18 + 26445 mod 32003*x0**2*x2**6
29,7,x0**2*x1**5 + 8994 mod 32003*x0**4*x1**2*x2 + 22312 mod 32003*x1**2*x2**4
29,8,x0**2*x1**6*x2**6 + 19551 mod 32003*x0**2*x1*x2**4 + 3051 mod 32003*x0**4*x2 + 24875 mod 32003*x1*x2
29,9,x0**7*x1**2*x2**7 + 4676 mod 32003*x0**2*x1**9*x2**3 + 24207 mod 32003*x0*x1*x2**8
29,10,x0**3*x1**17 + 13024 mod 32003*x0**7*x1**9*x2**3 + 7153 mod 32003*x0**3*x1**5*x2
31,1,x0**3*x1**12*x2**7 + 14153 mod 32003*x0**7*x1**6*x2**9
31,2,x0**18*x1*x2**2 + 29713 mod 32003*x0
31,3,x0**4*x1**14*x2**4 + 10510 mod 32003*x0**13*x2 + 2849 mod 32003*x1*x2**2
31,4,x0**5*x1**17 + 1153 mod 32003*x0**4*x1**5*x2**10
31,5,x0**8*x1**11 + 21838 mod 32003*x0*x1
31,6,x0**18*x1**2*x2 + 19690 mod 32003*x2**18
31,7,x0**16*x1**7*x2 + 12567 mod 32003*x0**9*x2**3
31,8,x1**7*x2**18 + 10561 mod 32003*x0**2*x1**8*x2**10 + 18304 mod 32003*x0**2*x1**2
31,9,x0**11*x1**9*x2**2 + 8566 mod 32003*x0**5*x1**7*x2**9
31,10,x0*x1**14*x2**5 + 17598 mod 32003*x0**4*x1**4*x2**3 + 4755 mod 32003*x1**2*x2**5
32,1,x0**13*x1**7 + 7763 mod 32003*x0*x1**4*x2**2
32,2,x0**8*x1**7*x2 + 25725 mod 32003*x0**3
32,3,x1**6*x2**10 + 5513 mod 32003*x0**2*x1*x2
32,4,x0**11*x1*x2**5 + 19456 mod 32003*x0**6*x1*x2**9
32,5,x0**8*x2**8 + 6095 mod 32003*x0**4*x1**2
32,6,x0**2*x1*x2**3 + 15742 mod 32003*x0**5
32,7,x1**17*x2 + 8821 mod 32003*x1**5*x2**2
32,8,x0**3*x1**9*x2**3 + 7306 mod 32003*x0*x1**2
32,9,x0**12*x1*x2**5 + 10873 mod 32003*x0**12
32,10,x0**6*x1**11*x2**3 + 22408 mod 32003*x0**13*x1**3*x2**4 + 9364 mod 32003*x0*x1**4*x2**2
33,1,x0**16*x1**4 + 17019 mod 32003*x0**2*x1*x2**4
33,2,x0**5*x1**6*x2**8 + 21149 mod 32003*x0**3*x1**3*x2**2 + 12917 mod 32003*x0**3
33,3,x1**3*x2**16 + 7794 mod 32003*x0**2
33,4,x0**22*x1*x2 + 15766 mod 32003*x1**5*x2**5
33,5,x0*x1**19 + 16658 mod 32003*x0**2*x1**4*x2**6
33,6,x0**3*x2**18 + 14614 mod 32003*x2
33,7,x1**4*x2**10 + 27611 mod 32003*x1**6*x2**2
33,8,x0**13*x2**10 + 14769 mod 32003*x0*x1**10*x2**7
33,9,x0*x1**2*x2**17 + 26365 mod 32003*x2
33,10,x0**17*x1**3*x2**2 + 26535 mod 32003*x0*x1**2*x2
34,1,x0**3*x1**6 + 27539 mod 32003*x0**4*x1**3*x2
34,2,x0**24 + 835 mod 32003*x0**4*x1**2*x2**2
34,3,x0**8*x1*x2**12 + 27756 mod 32003*x0**2*x1**14*x2
34,4,x0**15*x1*x2**3 + 1245 mod 32003*x0**11*x1**4*x2
34,5,x0**14*x1**6*x2**2 + 7038 mod 32003*x0**9*x2**10
34,6,x0**4*x1**3*x2**11 + 5673 mod 32003*x0**9*x1**2*x2**4 + 14448 mod 32003*x0*x1**3*x2**7
34,7,x0**4*x1**14*x2**3 + 28389 mod 32003*x0**2*x1**10*x2**6
34,8,x0**8 + 27368 mod 32003*x0**2*x1**3*x2**2
34,9,x1**12*x2**9 + 744 mod 32003*x0*x1**2
34,10,x1**17*x2**2 + 24294 mod 32003*x0**3*x1**8*x2 + 1904 mod 32003*x0**2*x1**2
36,1,x0**6*x1**3*x2**9 + 12753 mod 32003*x0*x1**10*x2
36,2,x0**11*x1**10*x2**3 + 30768 mod 32003*x0**2*x1**2*x2**13
36,3,x0**3*x1**4*x2**17 + 31942 mod 32003*x0**6*x1**5*x2 + 26769 mod 32003*x0*x1*x2**2
36,4,x0**3*x1*x2**19 + 28287 mod 32003*x1**2*x2**2
36,5,x0**6*x2**12 + 28841 mod 32003*x0**3*x1**7*x2 + 14742 mod 32003*x0**4*x2**5 + 10258 mod 32003*x0*x1*x2**3
36,6,x0**8*x1**7*x2**5 + 2131 mod 32003*x0**5*x1**2*x2**3
36,7,x0**8*x2**4 + 25310 mod 32003*x0**3*x1**2
36,8,x0**4*x1**2*x2**19 + 23526 mod 32003*x0**5*x1**7*x2
36,9,x1**3*x2**11 + 23421 mod 32003*x0**2*x1**3*x2**5 + 3063 mod 32003*x0
36,10,x0**5*x1**6*x2**3 + 30473 mod 32003*x0**6*x1**2*x2**4
37,1,x0**2*x1**9*x2**12 + 1524 mod 32003*x0**3*x1**11*x2**6 + 15440 mod 32003*x0**4*x1**4*x2**9 + 29825 mod 32003*x2**6
37,2,x0**6*x1**13*x2**6 + 23715 mod 32003*x0*x1**16*x2**3
37,3,x0**3*x1**8*x2**2 + 25584 mod 32003*x0**2*x1**4*x2
37,4,x0*x1**9 + 14209 mod 32003*x0**3*x1**6 + 3412 mod 32003*x1**6 + 9671 mod 32003*x2**5
37,5,x0**10*x1**4*x2**3 + 29857 mod 32003*x1*x2**9
37,6,x1**13*x2**11 + 3900 mod 32003*x0*x2
37,7,x1**13*x2**6 + 25937 mod 32003*x0**2*x1*x2**3
37,8,x0**7*x1**10*x2**3 + 24668 mod 32003*x0**3*x1**4*x2**2 + 23811 mod 32003*x0**2*x1**3*x2
37,9,x0**6*x1**7*x2**2 + 6573 mod 32003*x0**10*x1*x2**4
37,10,x0*x1**15*x2**4 + 31585 mod 32003*x0**11*x1**5*x2 + 26141 mod 32003*x0*x1**10*x2**3
38,1,x0**6*x1**9 + 5952 mod 32003*x0*x1
38,2,x0**9*x1 + 23479 mod 32003*x0**3*x1**2
38,3,x0**2*x1**6*x2**9 + 4121 mod 32003*x1**6*x2
38,4,x0**3*x1**11*x2**7 + 10609 mod 32003*x0**4*x1*x2**14
38,5,x0**3*x1**6*x2**10 + 2257 mod 32003*x0**8*x1*x2**4
38,6,x0**5*x1**2*x2**13 + 11811 mod 32003*x0**7*x1**7*x2**2 + 28528 mod 32003*x2**4
38,7,x0**10*x1**5*x2**3 + 24358 mod 32003*x0**2*x1**12*x2**3 + 8099 mod 32003*x1**4*x2
38,8,x0**4*x1**9*x2**4 + 28462 mod 32003*x0*x1*x2**2
38,9,x0**4*x1**7*x2 + 28069 mod 32003*x0**4*x1**2*x2**3
38,10,x0**5*x1**9*x2**11 + 27419 mod 32003*x0**2*x2
39,1,x0*x1**7 + 22626 mod 32003*x0**5
39,2,x0**14*x1**2 + 3025 mod 32003*x0**3*x2
39,3,x0**5*x1**10*x2**7 + 26824 mod 32003*x0**4*x1**10*x2**3
39,4,x0**14*x1**5 + 30623 mod 32003*x0**6*x2**5
39,5,x0**2*x1**21 + 27974 mod 32003*x0**3*x1*x2**6
39,6,x0**10*x1**7*x2**4 + 27462 mod 32003*x0**5*x1**6*x2**4 + 10565 mod 32003*x0*x2**4
39,7,x0**8*x1**7*x2**2 + 4580 mod 32003*x0*x1**9*x2**3 + 18341 mod 32003*x0*x1**4*x2**4 + 18949 mod 32003*x2**3
39,8,x0**8*x2**5 + 16797 mod 32003*x0*x1*x2
39,9,x0**11*x1**8*x2**6 + 3090 mod 32003*x0**19*x1**2*x2**3 + 7766 mod 32003*x0*x1**12*x2**3
39,10,x0**6*x1**3*x2**5 + 3307 mod 32003*x0**2*x1**5
41,1,x0**5*x1**8 + 15006 mod 32003*x0**4*x1**3*x2**3
