system_id,poly_index,polynomial
11,6,x0**4*x1**4 + 23012 mod 32003*x0**3*x1*x2**3 + 16929 mod 32003*x0**2*x1**2*x2**2
11,7,x0**3*x2**9 + 14979 mod 32003*x0**9*x2**2 + 3529 mod 32003*x0*x1*x2
11,8,x1**5*x2**8 + 18794 mod 32003*x1
11,9,x0**3*x1**13*x2**3 + 15709 mod 32003*x0**2*x1**12*x2**2
11,10,x0**2*x1**9*x2 + 21420 mod 32003*x0**2*x1
12,1,x0**7*x1**7*x2**2 + 27784 mod 32003*x0**9*x1**4*x2 + 7266 mod 32003*x1**7
12,2,x0**3*x1**10*x2**2 + 24822 mod 32003*x0**5*x1**2*x2**2
12,3,x0**4*x1**2*x2**6 + 30601 mod 32003*x0*x1**5*x2**4
12,4,x0**6*x1*x2**4 + 3450 mod 32003*x0**2*x1**3*x2**5 + 22360 mod 32003*x1**2*x2
12,5,x0**12*x1**2*x2**6 + 21907 mod 32003*x0**3*x2**4
12,6,x0**4*x1**4*x2**8 + 18310 mod 32003*x0**4*x2
12,7,x1**17*x2**3 + 17128 mod 32003*x0**6*x1**6
12,8,x0**18*x1**2 + 25510 mod 32003*x0**3*x2**4
12,9,x0**3*x1**4*x2**5 + 2904 mod 32003*x0**4*x1*x2**4 + 20093 mod 32003*x1**3*x2**3
12,10,x0**11*x1**7 + 7158 mod 32003*x0**3*x1**3*x2**7 + 9228 mod 32003*x0
13,1,x1**15*x2**3 + 22169 mod 32003*x0**3*x2**6
13,2,x0**2*x1**3*x2**2 + 23421 mod 32003*x1**5*x2
13,3,x0**8*x1**8*x2**2 + 27277 mod 32003*x0**2*x1**6*x2 + 24937 mod 32003*x1**6
13,4,x0*x1**8*x2**4 + 13731 mod 32003*x0**2*x1
13,5,x2**18 + 27917 mod 32003*x0**7*x2**10 + 15483 mod 32003*x1
13,6,x0**12*x2**6 + 11913 mod 32003*x0**7*x2**6
13,7,x0**3*x1**7*x2**2 + 27104 mod 32003*x0**7*x1
13,8,x0**2*x1**6*x2**9 + 8144 mod 32003*x0**11*x2**3 + 5978 mod 32003*x0**3*x1*x2
13,9,x0*x1**6*x2**4 + 15527 mod 32003*x0*x1**2*x2**8 + 29861 mod 32003*x0**3*x1**4*x2**3 + 27545 mod 32003*x0*x1**2*x2
13,10,x0**11*x1**4*x2**5 + 25776 mod 32003*x0**3*x2**2 + 20453 mod 32003*x1**2*x2
14,1,x0**3*x1**7*x2**4 + 3746 mod 32003*x1*x2**8
14,2,x0**12*x1**5*x2 + 26983 mod 32003*x0**10*x1**4*x2
14,3,x0**7*x1**3*x2**2 + 4031 mod 32003*x0**10*x2
14,4,x0**8*x1**6*x2**4 + 26440 mod 32003*x0**6*x2**5 + 19216 mod 32003*x0**2*x1**2*x2**6
14,5,x1**3*x2**8 + 14284 mod 32003*x0**9
14,6,x0**3*x1*x2**10 + 15696 mod 32003*x1**2
14,7,x1**6*x2**2 + 19858 mod 32003*x0
14,8,x0**3*x1**3*x2**2 + 11495 mod 32003*x0**5*x2**2 + 27415 mod 32003*x1**2*x2**2
14,9,x0**4*x1**2*x2**4 + 11038 mod 32003*x1**2*x2**3
14,10,x1**12*x2**3 + 27750 mod 32003*x0**3*x1
16,1,x1*x2 + 24346 mod 32003*x0
16,2,x1**6*x2**7 + 17276 mod 32003*x0**4*x1*x2**7
16,3,x1**2*x2**7 + 5899 mod 32003*x1
16,4,x0**4*x1**5*x2**2 + 10730 mod 32003*x0*x1**9 + 23619 mod 32003*x0**3*x1**2
16,5,x0**9*x1**5*x2**4 + 31410 mod 32003*x1**11*x2**2 + 7722 mod 32003*x0**2*x1**2*x2**4
16,6,x2**13 + 14071 mod 32003*x0**2*x2**7
16,7,x0**3*x1**16 + 29021 mod 32003*x0*x1**15 + 3896 mod 32003*x0**5*x1
16,8,x0*x1**5*x2**12 + 4784 mod 32003*x1**8 + 9865 mod 32003*x0**3*x1**4 + 8979 mod 32003*x2**4
16,9,x0**5*x1**3*x2**11 + 15854 mod 32003*x0
16,10,x0*x1**6*x2**8 + 28021 mod 32003*x0*x1*x2 + 25138 mod 32003*x1
17,1,x0**4*x1**15 + 16313 mod 32003*x0**2*x1**8*x2**5 + 6283 mod 32003*x0**7*x1**3
17,2,x0**4*x1**12*x2**3 + 3962 mod 32003*x0**10*x1**4*x2**2 + 3710 mod 32003*x0*x1*x2
17,3,x0**5*x1**7*x2**7 + 6919 mod 32003*x0**14*x1**2*x2**2 + 30526 mod 32003*x0**11*x1
17,4,x0**2*x1**10*x2**2 + 20220 mod 32003*x0**4*x1**6*x2**3
17,5,x0**9*x1**3*x2**7 + 15389 mod 32003*x0**8*x1**2
17,6,x0**7*x1**3*x2**9 + 3318 mod 32003*x0**6*x1**7
17,7,x0**4*x1*x2**5 + 31934 mod 32003*x2**9
17,8,x0**6*x1**13 + 20960 mod 32003*x0**9*x2**7 + 17674 mod 32003*x0*x1**3*x2**4
17,9,x1**5*x2**14 + 18284 mod 32003*x1*x2**4
17,10,x1**9*x2**7 + 7721 mod 32003*x0**3*x2**4 + 24171 mod 32003*x0**3*x1*x2**2
18,1,x0**5*x1**4*x2**9 + 31460 mod 32003*x0*x1*x2**12 + 26174 mod 32003*x0**4*x1**3
18,2,x0**8*x1**2*x2**6 + 6840 mod 32003*x1**5*x2**5 + 20021 mod 32003*x0*x1**2 + 3893 mod 32003*x0**2*x2
18,3,x1**19*x2 + 6833 mod 32003*x0*x1**13*x2**5 + 29940 mod 32003*x0**4*x1**6
18,4,x0**4*x1*x2**7 + 10283 mod 32003*x0**7*x1**2*x2**2 + 29262 mod 32003*x0**3*x1*x2
18,5,x1**4*x2**5 + 21992 mod 32003*x0*x1**3
18,6,x0**4*x1**4*x2**6 + 22141 mod 32003*x1**3*x2**9 + 12786 mod 32003*x0*x1*x2**6
18,7,x2**15 + 30370 mod 32003*x1**3*x2**2 + 3185 mod 32003*x0
18,8,x0**5*x1**4*x2**10 + 25350 mod 32003*x0**10*x1**2
18,9,x0**4*x1**4*x2**9 + 21723 mod 32003*x0**7*x1**6*x2**2 + 30074 mod 32003*x0*x1*x2**2
18,10,x0*x1**3 + 25482 mod 32003*x1**2*x2**2
19,1,x0**5*x1**3*x2**2 + 18148 mod 32003*x1*x2**6
19,2,x0**9*x1**6*x2**3 + 7739 mod 32003*x0**11*x1*x2
19,3,x0**4*x1**3*x2**6 + 10477 mod 32003*x2**3
19,4,x1**4*x2**11 + 11607 mod 32003*x0**3*x1**3*x2**6
19,5,x0**3*x1**12*x2 + 5038 mod 32003*x2
19,6,x0**3*x1**9*x2**5 + 10382 mod 32003*x0*x1**3*x2**3
19,7,x0*x1**13*x2**4 + 3902 mod 32003*x0*x1**2
19,8,x0**8*x1**3 + 7808 mod 32003*x1*x2**2
19,9,x0**16*x1**2*x2 + 251 mod 32003*x0**2*x1**3
19,10,x0**5*x1**7 + 10904 mod 32003*x0**7*x1**2*x2
21,1,x0**5*x1**2*x2**7 + 8550 mod 32003*x0**2*x1**2*x2**3
21,2,x0**5*x1**11 + 25717 mod 32003*x0**7*x1**2*x2**5
21,3,x0**2*x1*x2 + 20448 mod 32003*x1**2
21,4,x1**4*x2**15 + 16239 mod 32003*x0**3*x1**2*x2
21,5,x0**12*x1**2*x2**6 + 11473 mod 32003*x0**3*x2 + 310 mod 32003*x0
21,6,x0**4*x1**11 + 20514 mod 32003*x0**2*x2
21,7,x0**3*x2**8 + 19337 mod 32003*x0*x1**6*x2 + 23361 mod 32003*x2**2
21,8,x0**2*x1*x2**2 + 30123 mod 32003*x1*x2**4
21,9,x1**12*x2 + 26693 mod 32003*x1**3*x2**8
21,10,x0**12*x2**2 + 4168 mod 32003*x0**4*x1**5*x2**3 + 20763 mod 32003*x0**4*x1*x2
22,1,x0**8*x1**2*x2**9 + 22475 mod 32003*x0**2*x1**7*x2 + 3885 mod 32003*x0**2*x2
22,2,x0**2*x1**9*x2**3 + 1022 mod 32003*x2**4 + 28253 mod 32003*x0**2
22,3,x0**6*x1**4*x2**8 + 12131 mod 32003*x0**6*x1*x2**5
22,4,x0**8*x1**8 + 22950 mod 32003*x2**4
22,5,x1**5*x2**5 + 4979 mod 32003*x0**2*x1**3*x2**4 + 8430 mod 32003*x1**2
22,6,x0**7*x1**9*x2 + 3319 mod 32003*x0**2*x1*x2**5
22,7,x0**3*x2**9 + 18812 mod 32003*x0*x1**3*x2**5 + 5129 mod 32003*x0*x1*x2
22,8,x0**6*x1**7*x2 + 27931 mod 32003*x0*x1
22,9,x0**2*x1**6*x2**4 + 17661 mod 32003*x1**6*x2**3
22,10,x0**8*x2**4 + 12103 mod 32003*x0**3*x1**3
23,1,x1**8*x2**2 + 29547 mod 32003*x1**7*x2**3
23,2,x2**15 + 13412 mod 32003*x0**13*x2 + 9745 mod 32003*x0**10*x1
23,3,x0**10*x1**3*x2**2 + 9674 mod 32003*x0**4*x1*x2 + 21458 mod 32003*x0**2*x2**3
23,4,x0**5*x1**9*x2**6 + 1837 mod 32003*x0*x1*x2**3
23,5,x0**6*x1**8*x2 + 3882 mod 32003*x0**7*x1**3*x2
23,6,x1**5*x2**5 + 31133 mod 32003*x1*x2**9
23,7,x0**3*x1**3*x2**3 + 2230 mod 32003*x0**2*x1
23,8,x0**7*x1 + 24613 mod 32003*x0**4*x1**2 + 16147 mod 32003*x2**5
23,9,x0**4*x1**4*x2**11 + 14642 mod 32003*x0**3*x1**11
23,10,x0**6*x2**10 + 21318 mod 32003*x0**5*x1
24,1,x0**12*x1**4*x2**2 + 24651 mod 32003*x0**3*x1*x2**11 + 9784 mod 32003*x0*x1**5*x2**5
24,2,x0**5*x2**4 + 30059 mod 32003*x0**5
24,3,x0*x1*x2**6 + 4251 mod 32003*x1**5 + 8070 mod 32003*x0**2*x2**2
24,4,x0*x1**7 + 21751 mod 32003*x2**6
24,5,x1**3*x2 + 30965 mod 32003*x0
24,6,x0**7*x1**10*x2**2 + 10578 mod 32003*x1*x2**3
24,7,x0**10 + 15906 mod 32003*x0**5*x1*x2 + 24381 mod 32003*x0*x1*x2**4 + 19416 mod 32003*x0*x1**2*x2**2
24,8,x0**10*x1**6*x2 + 11558 mod 32003*x0*x2
24,9,x0**6*x1**6*x2**5 + 518 mod 32003*x0**7*x2**3
24,10,x0**15*x1 + 11672 mod 32003*x0**2*x2**7 + 12711 mod 32003*x0**3*x1*x2**3
26,1,x0**7*x1**6*x2 + 21309 mod 32003*x0*x1**3*x2**10 + 13296 mod 32003*x0**5*x1**2*x2**2 + 24864 mod 32003*x0*x1**3*x2
26,2,x0**6*x1**3*x2**6 + 6017 mod 32003*x0**2*x1**2*x2**9 + 24461 mod 32003*x1**3
26,3,x0*x1**4*x2**12 + 23241 mod 32003*x0*x1**12
26,4,x0**3*x1**5*x2**4 + 29659 mod 32003*x0**4*x1**7
26,5,x0**6*x1**8*x2**3 + 6231 mod 32003*x0**3*x2**7
26,6,x0**3*x1**3*x2**12 + 18455 mod 32003*x0**5*x1**3*x2**2
26,7,x0**3*x1**4*x2 + 3224 mod 32003*x0*x1**2*x2
26,8,x0**10*x1**6 + 2760 mod 32003*x2
26,9,x0**3*x1**9 + 13760 mod 32003*x0**5*x2
26,10,x0**5*x1**7*x2**7 + 23377 mod 32003*x1**4*x2**2 + 17890 mod 32003*x0**4
27,1,x0*x1**10 + 28935 mod 32003*x0**7*x2**3 + 31285 mod 32003*x0**3 + 5555 mod 32003*x0*x2
27,2,x0**7*x1**5*x2 + 14982 mod 32003*x1
27,3,x0**4*x1**4*x2**6 + 7775 mod 32003*x2
27,4,x0**3*x1**4*x2**4 + 13450 mod 32003*x0**4*x1**2*x2
27,5,x0*x1**16*x2**3 + 1157 mod 32003*x0**5*x2 + 26445 mod 32003*x0*x1**4*x2
27,6,x0**3*x1**3 + 29957 mod 32003*x0**2*x1**2*x2**2 + 17929 mod 32003*x1**2*x2**3
27,7,x0**3*x1**4*x2**12 + 23742 mod 32003*x0**7*x1**7*x2**2 + 435 mod 32003*x0**8*x1**2*x2**5 + 15931 mod 32003*x0**7*x2**4 + 13143 mod 32003*x0**3
27,8,x0**2*x1**2*x2**7 + 13139 mod 32003*x1**8
27,9,x0**6*x1**6*x2**4 + 14048 mod 32003*x0**3*x1**3*x2**10 + 27927 mod 32003*x0**3*x2**4
27,10,x0**6*x1*x2**11 + 5947 mod 32003*x0**3*x2**15
28,1,x0**15*x2**2 + 29713 mod 32003*x0
28,2,x0**3*x1**15 + 10510 mod 32003*x0**10*x1 + 2849 mod 32003*x1*x2**2
28,3,x0**4*x1**9*x2**4 + 1153 mod 32003*x0**3*x1**9*x2**4
28,4,x0**7*x1*x2**7 + 21838 mod 32003*x0*x1
28,5,x0**15*x2**2 + 19690 mod 32003*x2**15
28,6,x0**10*x1**9 + 1900 mod 32003*x1**3 + 31786 mod 32003*x2**3
28,7,x1**5*x2**15 + 10561 mod 32003*x0*x1**15
28,8,x0**9*x1**7*x2**2 + 8566 mod 32003*x0**4*x1**6*x2**7
28,9,x0*x1**6*x2**9 + 17598 mod 32003*x0**3*x1**5*x2 + 4755 mod 32003*x1**2*x2**4
28,10,x0**11*x1**2*x2**3 + 7763 mod 32003*x0*x1*x2**3
29,1,x0**7*x1**2*x2**4 + 25725 mod 32003*x0**3
29,2,x1**4*x2**9 + 5513 mod 32003*x0**2*x1*x2
29,3,x0**5*x1**3*x2 + 7096 mod 32003*x0**2*x2**7 + 19301 mod 32003*x0**3*x2
29,4,x0**3*x1**3*x2**4 + 29307 mod 32003*x0**2*x2**3 + 27549 mod 32003*x0**4
29,5,x0**10*x2**9 + 17724 mod 32003*x0**6*x1**2*x2**9 + 25725 mod 32003*x0*x1*x2**2
29,6,x0**3*x2**4 + 29721 mod 32003*x0*x1**2*x2**4
29,7,x0**14*x1**6 + 17804 mod 32003*x0
29,8,x0**10*x1**6 + 30878 mod 32003*x0*x1*x2**3
29,9,x0**13*x1**3 + 17019 mod 32003*x0*x1**5
29,10,x0**4*x1**4*x2**7 + 21149 mod 32003*x0**3*x1*x2**3 + 12917 mod 32003*x0**3
31,1,x0**17*x2**3 + 15698 mod 32003*x1**5*x2**10 + 12886 mod 32003*x0**2
31,2,x0**10*x1**5*x2**4 + 11146 mod 32003*x0**3*x1**5*x2**2
31,3,x0*x1**19 + 10643 mod 32003*x0*x1**8*x2**6 + 27928 mod 32003*x0**5*x1*x2**4 + 5006 mod 32003*x0**3
31,4,x0**11*x1**8*x2 + 9209 mod 32003*x1**4*x2**4
31,5,x1**15*x2 + 15532 mod 32003*x0**5*x1**6 + 26365 mod 32003*x2
31,6,x0**14*x1**3*x2 + 26535 mod 32003*x0*x2**2
31,7,x0**3*x1*x2**3 + 27539 mod 32003*x0**3*x1**2*x2
31,8,x0**19 + 835 mod 32003*x0**3*x1**2*x2
31,9,x0**6*x1**8*x2**3 + 27756 mod 32003*x0**2*x1**5*x2**7
31,10,x0**12*x1*x2**2 + 1245 mod 32003*x0**9*x1**3*x2
32,1,x0**6*x1**8*x2**5 + 11009 mod 32003*x0**5*x2**2 + 12502 mod 32003*x1**2*x2
32,2,x0**9*x2**8 + 19642 mod 32003*x0*x1**3 + 30132 mod 32003*x1*x2
32,3,x0**7 + 24338 mod 32003*x0**4*x1*x2 + 27368 mod 32003*x0**2*x1*x2**3
32,4,x1**8*x2**9 + 744 mod 32003*x0*x1**2
32,5,x1**12*x2**4 + 24294 mod 32003*x0**3*x1**2*x2**5 + 1904 mod 32003*x0**2*x2
32,6,x0**4*x1**10 + 12753 mod 32003*x0*x1**6*x2**3
32,7,x0**9*x1**11 + 30768 mod 32003*x0*x1**11*x2**2
32,8,x0**2*x1**10*x2**7 + 31942 mod 32003*x0**5*x1**4*x2 + 26769 mod 32003*x0*x2**2
32,9,x0**2*x1**10*x2**7 + 28287 mod 32003*x1**2*x2**2
32,10,x0**5*x2**10 + 28841 mod 32003*x0**3*x1*x2**5 + 14742 mod 32003*x0**3*x1*x2**3 + 10258 mod 32003*x0*x2**3
33,1,x0**6*x1**10 + 2131 mod 32003*x0**4*x1**2*x2**2
33,2,x0**6*x1**4 + 25310 mod 32003*x0**3*x2
33,3,x0**3*x1**5*x2**12 + 23526 mod 32003*x0**5*x2**6
33,4,x1**2*x2**9 + 23421 mod 32003*x0*x1**7 + 3063 mod 32003*x0
33,5,x1**4*x2**16 + 5246 mod 32003*x0**8*x2 + 11432 mod 32003*x0**2*x2**4
33,6,x0*x1**6*x2**13 + 21121 mod 32003*x0**3*x2**11 + 4522 mod 32003*x0**7*x1*x2**4 + 30597 mod 32003*x2
33,7,x1**8*x2**8 + 29897 mod 32003*x0**6*x1**3*x2**3 + 9687 mod 32003*x0**7*x1**2*x2 + 20316 mod 32003*x0*x2**2
33,8,x0**11*x1**2*x2**7 + 23206 mod 32003*x0**5*x1**2*x2
33,9,x0**10*x1**4 + 31698 mod 32003*x0*x1**2*x2**3
33,10,x0**4*x1**14*x2**2 + 25970 mod 32003*x0**3
34,1,x0**8*x1**2*x2**10 + 10939 mod 32003*x0**10*x1**9 + 18164 mod 32003*x0**3*x1**3*x2**4 + 12866 mod 32003*x0*x1**5*x2**4
34,2,x0**6*x1**3*x2**7 + 23811 mod 32003*x0**2*x1*x2**2
34,3,x0**8*x1*x2**3 + 15853 mod 32003*x0**5*x1**4*x2**3
34,4,x0*x1**7*x2**8 + 31585 mod 32003*x0**9*x1**5 + 26141 mod 32003*x0*x1**4*x2**6
34,5,x0**5*x1**5*x2**2 + 5952 mod 32003*x0*x1
34,6,x0**7*x1 + 23479 mod 32003*x0**3*x2
34,7,x0**7*x1**10 + 6729 mod 32003*x0**8*x1**8 + 5206 mod 32003*x1**7
34,8,x0**2*x1**10*x2**3 + 2257 mod 32003*x0**7*x2**4 + 23910 mod 32003*x0**2*x1**3*x2**3
34,9,x0**4*x1**2*x2**10 + 11811 mod 32003*x0**6*x1**3*x2**4 + 28528 mod 32003*x2**3
34,10,x0**8*x1**3*x2**3 + 24358 mod 32003*x0**2*x1**4*x2**8 + 8099 mod 32003*x1**3*x2
36,1,x0**3*x1**7*x2**3 + 28462 mod 32003*x0*x1*x2**2
36,2,x0**3*x1**5*x2 + 28069 mod 32003*x0**3*x1**2*x2**2
36,3,x0**4*x1**7*x2**9 + 27419 mod 32003*x0*x1
36,4,x0*x1**2*x2**3 + 22626 mod 32003*x0**4
36,5,x0**12*x2 + 3025 mod 32003*x0**3*x2
36,6,x0**4*x1**9*x2**5 + 26824 mod 32003*x0**3*x1**11
36,7,x0**11*x1**4 + 30623 mod 32003*x0**5*x2**4
36,8,x0**2*x1**8*x2**9 + 27974 mod 32003*x0**2*x1**4*x2**2
36,9,x0*x1**4*x2**14 + 1374 mod 32003*x0**3*x1**8*x2**3 + 3275 mod 32003*x1**9 + 8266 mod 32003*x0**5*x2
36,10,x0**6*x1**6*x2**8 + 25949 mod 32003*x0**10*x1**5
37,1,x0**6*x1**5 + 7346 mod 32003*x1**2 + 16797 mod 32003*x0*x2
37,2,x0**9*x1**4*x2**7 + 3090 mod 32003*x0**15*x1**2*x2**2 + 7766 mod 32003*x0*x1**6*x2**6
37,3,x0**2*x1**6*x2 + 13679 mod 32003*x0*x1**3*x2**3 + 14433 mod 32003*x0*x1**2
37,4,x0*x1**15*x2**3 + 6982 mod 32003*x0**2*x2**5
37,5,x0**3*x2**8 + 16786 mod 32003*x1**2*x2
37,6,x0**8*x1*x2**5 + 19305 mod 32003*x0**4*x1**5*x2 + 21875 mod 32003*x0
37,7,x0**2*x1**4*x2**10 + 11894 mod 32003*x0*x1**9*x2
37,8,x0**4*x1**10*x2**5 + 10560 mod 32003*x0*x1
37,9,x0**3*x1**6*x2**4 + 23144 mod 32003*x0**6*x2**4 + 171 mod 32003*x0
37,10,x0*x1**16 + 12255 mod 32003*x0**2*x1**8
